tweetcreatedts,username,location,retweetcount,text,hashtags
2021-07-06 23:58:54,evylagi,boekannn hhh,1,"@hidahidaan PPKM
Pagi Pagi Kudu Mandi  

Sesuai lagu.",[]
2021-07-06 23:58:44,bukatejapolsek2,Indonesia,0,Polsek Bukateja Bersama Gugus Tugas Covid-19 Kecamatan Bukateja Melaksanakan Kegiatan Himbauan Jam Malam di Masa PPKM Darurat. Selasa (6/7/2021) https://t.co/EeCZU1yYnG,[]
2021-07-06 23:58:44,HumasCib,"Jawa barat , KotaBandung",0,"Dalam rangka penegakan Perwal Kota Bandung No.68  tahun 2021, tentang PPKM Darurat, dipimpin Kapolsek Cibeunying Kaler Polrestabes Bandung Kompol Arsyad S.IP,  dan Danramil Cikutra beserta personil Piket Polsek Cibeunying Kaler dan petugas Satpol PP kecamatan. https://t.co/9NH2TuVuXP",[]
2021-07-06 23:58:32,Felixsinaga,Indonesia,0,"Inilah PPKM Jakarta... Ini masih di Plaza Kenari.. Di Jalan Matraman Raya Jakarta Pusat.. 

Banyak... sangat banyak kerumunan di Jakarta... Bukan cuma Sudirman Thamrin doang yg Anies ribut2 itu.. eh malah salah labrak pula lagi.. Kan Dodol https://t.co/sQiwnwcHPs",[]
2021-07-06 23:58:31,Tapiboongyee28,,0,@MAlaamale @dwikimic Daripada suka ppkm without pp,[]
2021-07-06 23:58:28,RisaId6,,0,"Kemaren PSBB sekarang PPKM  sekalian aja besok PPKN , IPA, IPS, MATEMATIKA, AKIDAH AKHLAK, QUR'AN HADIS ,  ILMU TAFSIR 😑",[]
2021-07-06 23:58:11,poskotaofficial,"Jakarta, Indonesia",0,"HEADLINE HARIAN POSKOTA EDISI rabu 7 JULI 2021

▶️ Preview Piala Eropa, Inggris vs Denmark

▶️ Mayat wanita terbungkus plastik ditemukan di mobil boks di Bogor

▶️ Gubernur DKI Jakarta Anies Baswedan menutup 2 perusahaan non esensial dan kritikal karena melanggar PPKM Darurat https://t.co/8Y6xOa9wNM",[]
2021-07-06 23:58:05,medcom_id,"Jakarta Capital Region, Indone",1,Kebutuhan Pokok di Gresik Meroket 50% Saat PPKM Darurat https://t.co/Zc2sxl4bZZ,[]
2021-07-06 23:57:55,pakguruhonorer,"Semarang Barat, Indonesia",0,"@NcuhiRiwo PPKM Mikro gratis, Lockdown berbayar hehe😀😀",[]
2021-07-06 23:57:54,evanrlf,Indonesia,0,liburan semester malah ppkm ☺💔,[]
2021-07-06 23:57:40,island_zero,Indonesia,0,"Kedatangan Wisatawan ke Bali Terjun Bebas Sejak PPKM Darurat
Siklus Bisnis ada di Agribisnis. Ayo segera beraksi jgn sampe jadi negeri sulit nasi. 
#stopnungguin dollar.","[{'text': 'stopnungguin', 'indices': [148, 161]}]"
2021-07-06 23:57:28,makpretcansee,"Jakarta Timur, DKI Jakarta",0,"Ppkm ini membuat smua rencana bubrah. Serah covid dah enaknya gmn. Sgeralah menghilang, minimal jd endemi",[]
2021-07-06 23:57:23,Rabia00785310,,0,"Bansos akan disalurkan saat PPKM darurat
Torang Jaga Indonesia https://t.co/FngPbn2BOF",[]
2021-07-06 23:57:22,AKamjaya,jakarta barat,0,"@GarengHallu Beda pak,di USA warganya patuh pada Prokes pemerintah lha di negara+62? Warganya malah menolak PPKM DARURAT dan mendobrak beton segala, belum lagi tokoh agama memprovokasi dan memperburuk keadaan dgn mendiskreditkan pemerintah pusat.",[]
2021-07-06 23:57:21,yusriarnadi,"Depok, Jawa Barat",0,"Halo @CommuterLine Kalau kita naik kereta di era PPKM gini, apa harus memberikan hasil test swab atau vaksin ? Terimakasih",[]
2021-07-06 23:57:17,kkesayanganmu,,0,PPKM (pengen peluk kamu mas),[]
2021-07-06 23:57:14,handandbodi,she/her,0,PPKM alias pala pusing karenamu https://t.co/sg31o0JEw3,[]
2021-07-06 23:57:09,SeputarPonorogo,,0,"Pencatatan Pernikahan di Masa PPKM Darurat Kabupaten Ponorogo Bisa Dilakukan, Ini Syaratnya - https://t.co/3kqNR1rlQI https://t.co/wK4QSKiUtT https://t.co/A9ra4ntPyI",[]
2021-07-06 23:57:05,SeputarPonorogo,,0,"PPKM Darurat, Dandim 0802/Ponorogo Bersama Forkopimda Kabupaten Ponorogo Sidak di Tempat Pelayanan Publik - https://t.co/XiaZ94m6t7 - Kanal Ponorogo https://t.co/YEj2RFATjZ https://t.co/iu1lX8lEzP",[]
2021-07-06 23:57:05,mdariginarsa,"Bali, Indonesia",0,menu ppkm hari ke 4 😜 https://t.co/AypMCAhF6q,[]
2021-07-06 23:57:04,voidotid,Indonesia,0,"Anies menemui petinggi perusahaan itu. Bernada kesal, Anies menyebut perusahaan tersebut tidak memiliki tanggung jawab dan melanggar aturan PPKM Darurat. https://t.co/U5PzGdex7k",[]
2021-07-06 23:57:01,detikcom,"Jakarta, Indonesia",4,"Sebuah kafe di Buleleng, Bali, digerebek oleh petugas gabungan. Tempat hiburan itu digerebek lantaran masih melayani makan/minum di tempat saat PPKM Darurat. https://t.co/iHXLKoEfSM",[]
2021-07-06 23:57:01,polresjembrana,"Jembrana, Bali",0,"Door to Door, Ingat PPKM Darurat Pembatasan Waktu Bagi Pelaku Usaha https://t.co/ZXwYK2PzRq",[]
2021-07-06 23:57:00,detikfinance,"Jakarta, Indonesia",0,"#mostpop Sri Mulyani kembali menaikkan anggaran kesehatan untuk penanggulangan Covid-19 dari Rp 182 triliun menjadi Rp 193 triliun. Menurut Sri Mulyani, kenaikan anggaran ini karena adanya lonjakan kasus Covid-19 dan kebijakan PPKM darurat. https://t.co/vL1uux2Hhq","[{'text': 'mostpop', 'indices': [0, 8]}]"
2021-07-06 23:56:52,HumasKasihan,,0,Anngota piket polsek kasihan dipimpin Ipda Basroni achmadi melaksanakan teguran dalan rangka PPKM darurat https://t.co/5D7KCeLm1R,[]
2021-07-06 23:56:39,FiraAprllll,,0,"Menurut Gubernur Jatim, pada saat PPKM Darurat ini, kita semua se-Jawa Bali memang diharapkan untuk memaksimalkan vaksinasi",[]
2021-07-06 23:56:34,situnadia,"Kalimantan Tengah, Indonesia",0,"PPKM darurat, Kemensos segera cairkan Bantuan Sosial Tunai (BST) Rp 600.000
Torang Jaga Indonesia
https://t.co/gpGd8PmNsb",[]
2021-07-06 23:56:28,DhonyFirmansyah,Indonesia-Japan,0,"Selama PPKM dimana perpanjangan SIM yg masih beroperasi normal?
cc: @e100ss",[]
2021-07-06 23:56:14,kekasiihGelapmu,DK,0,"PPKM

Pengen Peyuk KaMu 👉👈",[]
2021-07-06 23:56:10,TarwadiC,,1,"@tempodotco Opung ini menteri rasa presiden,  main perintah seluruh rakyat negeri ini untuk manut,  mbok ya bercermin di seluruh pelisok negeri ada ppkm,  rakyat susah cari nafkah, ini seenak jidat TKA masuk indonesia tanpa pembatasan, sungguh luar biasa kebijakan negeri",[]
2021-07-06 23:56:08,madhazzzz,,0,@AyuEstiningtyas @VisitBoyolali Pas ppkm po iseh dibuka?,[]
2021-07-06 23:56:03,SaveIDN,Indonesia,2,Kepada seluruh provokator dan oportunis di negeri ini. Apa yang kalian inginkan dari usaha memprovokasi masyarakat agar melawan aturan PPKM Darurat? Apakah kalian ingin rakyat Indonesia mati konyol? https://t.co/7LkAKUP2sU,[]
2021-07-06 23:56:01,Genpi_Co,Indonesia,0,Pemerintah kembali melanjutkan beberapa program perlindungan sosial. Apa saja jenis bantuan sosial yang diberikan pemerintah kepada masyarakat di Juli 2021? #ppkm https://t.co/LPSyU37haK,"[{'text': 'ppkm', 'indices': [157, 162]}]"
2021-07-06 23:56:01,Agus67861463,"Pasar Minggu, Indonesia",0,PPKM= pak plecident kapam mundur?,[]
2021-07-06 23:56:00,DITJEN_PAS,"Jl. Veteran No.11, Jakarta",0,"Pantau PPKM Darurat, LPN Pamekasan Sambut Patroli Sambang TNI https://t.co/mspL107inB https://t.co/A74wgn4kSf",[]
2021-07-06 23:55:56,_antaresh29,,8,"MARAH BOLEH tapi cel faktanya dulu... 

Ternyata Pemprov DKI obral surat izin WFO ke banyak perusahaan. Masak pak Anies gak tau❓❓Anak buah yang tidak mentaati aturan PPKM Darurat patut di tindak tegas. Bukan begitu pak Anies❓❓

Tapi masa sigh Gubernur gk tau🤔🤔🤔 https://t.co/LOmMtFC78t",[]
2021-07-06 23:55:47,RasidoNjungkeL,,0,@geloraco Indonesia  masih  sibuk PPKM  😆,[]
2021-07-06 23:55:44,kahsikacang,Somewhere Under The Sky,0,"ppkm darurat atau apapun itulah namanya, semua orang sebisa mungkin diem di rumah. tapi kenapa dirimu mampir ke mimpi ku semalam? ea.",[]
2021-07-06 23:55:35,krsnstya,Desa Vrindavan,0,Saran hero buat pusreg selama ppkm buat di ml sama dota?,[]
2021-07-06 23:55:24,Hz30hs4f,,0,@susucapi Apakah presiden tidak berpikir bagaimana nasib mereka kalau usaha nya di larang Karna alasan PPKM?,[]
2021-07-06 23:55:12,grobogan_polres,,0,"MAU SELAMAT DARI SERBUAN COVID?
PATUHI ATURAN SELAMA PPKM DARURAT! https://t.co/frZGI9ifqU",[]
2021-07-06 23:55:12,suchajn,,0,"kesel bat sama atasan ayah w ngapa sih nugasin tu keluar kota mulu, terus pemerintah buat ppkm tu buat apa..",[]
2021-07-06 23:55:07,hidahidaan,Di alam bawah sadarmu..,0,PPKM. Pagi Pagi Kepengen Makan.,[]
2021-07-06 23:55:07,Miduk17,"DKI Jakarta, Indonesia",50,"Ada gubernur yang acting marah2 kepada perusahaan swasta karena tetap beroperasi saat PPKM

Tapi dia ga tau perusahaan tsb memang harus beroperasi selama PPKM darurat

Gubernur kok suka ngelawak sih? 

Niat pengen terlihat bekerja ehh malah ngetes otak dangkal sendiri 🤣",[]
2021-07-06 23:54:59,rinichan02,,0,"Mulai hari ini, sebaiknya pak ⁦@aniesbaswedan⁩ mencari tau lebih banyak lagi mengenai perusahaan2 yg akan disidak, spy marah2nya nggak mubadzir...

Tanggapan PT Equity Life Indonesia Kantornya Disidak Anies Saat PPKM Darurat | https://t.co/BVhuFLS7Zj https://t.co/miuRnB6X6W",[]
2021-07-06 23:54:56,grobogan_polres,,0,Bhabinkamtibmas Dan Babinsa Kompak Lakukan Penertiban Protokol Kesehatan Dalam Rangka Mendukung Pelaksanaan PPKM Darurat https://t.co/ohjrd67K3J,[]
2021-07-06 23:54:54,PolsekKotaSuko2,,0,Patuhi aturan PPKM Darurat. Patuhi protokol kesehatan dan tetap di rumah https://t.co/fmgy5ki4Di,[]
2021-07-06 23:54:54,starilestari,Tangerang - Bandung,0,"Mau nanya dong, yang dari Bandung bisa ke Jakarta ga sih lagi ppkm begini? Saya ada jadwal vaksin di jakarta soalnya Senin minggu depan. 

Harusnya minggu ini, tapi mendadak diundur. Daftarnya juga udah jauh-jauh hari. Kalau cancel dan nunggu vaksin di Bandung belum jelas kapan--",[]
2021-07-06 23:54:52,polresjembrana,"Jembrana, Bali",0,Apel Malam Kesiapan Personil Dalam Memberikan Himbauan Pembatasan PPKM Darurat https://t.co/15mYupTVoM,[]
2021-07-06 23:54:43,AjengSalsabia,,0,Dan Ini dilakukannya semenjak diberlakukannya PPKM Darurat ya,[]
2021-07-06 23:54:33,AtaSuryadiSH,"Bekasi, Jawa Barat, Indonesia",0,"PPKM adalah singkatan yg ujungnya Pak Presiden Kapan Mundur? 

Meminta Presiden kita Mundur dari jabatan yang belum selesai, 

Jangankan dukungan 3 periode, sekarang blm selesai saja sebagian rakyat meminta baiknya Mundur saja. 
Buang jauh2 hasrat 3 periode!!!!",[]
2021-07-06 23:54:32,Mukhalip1,,0,"Saat PPKM Darurat disesuaikan ibadahnya sprti berikut. Ini resmi dari MUI utk jadi panduan bagi umat Islam. 
.
Ingat ya. Covid-19 itu nyata dan kita wajib menghindarinya. Berupaya secara manusiasi sesuai anjuran medis seraya mendekatkan diri berdoa kpd Allah dan amal shaleh https://t.co/vCnZjajLx9",[]
2021-07-06 23:54:31,kismin666oys,Denpasar & Kerobokan,9,"Skrg bukan tahun 2021 dengan PPKM mikro nya.

Skrg tahun 2012 km pulang nobar dari brewers beergarden dengan gembira ukup megang spanyol https://t.co/4G2NLwp08X",[]
2021-07-06 23:54:29,s_wae,Indonesia,0,"@budiwidagdo2 @FKadrun Ppkm buat tedeng aling2 ngejarah rakyat,  biadab",[]
2021-07-06 23:54:17,grobogan_polres,,0,Patroli Woro – Woro Dan Penertiban Protokol Kesehatan Digelar Dalam Rangka Mendukung Pelaksanaan PPKM Darurat https://t.co/BDFgJooGWM,[]
2021-07-06 23:53:47,Hendijancxxx,surabaya.indonesia,0,"@uusbiasaaja Dan itu kejadian yg dialami bapak ane sampe beliau wafat, dan ane ngga bisa ikut makamin gegara PPKM yg ga jelas, mohon do'a jg ya untuk bapak ane",[]
2021-07-06 23:53:27,DSisegar,"Kota Kendari, Sulawesi Tenggar",0,"Sandiaga Uno Dukung PPKM Darurat dan Pengetatan Perjalanan Internasional. Torang Jaga Indonesia
https://t.co/sfI0rIcuzi",[]
2021-07-06 23:53:15,giginpraginanto,,0,"Ini contoh betapa enaknya jadi anak penguasa. Pemerintah pusat pun cuma bisa ""Monggo mas"" https://t.co/Rq6VZQ0eXg",[]
2021-07-06 23:52:59,SaveIDN,Indonesia,2,"Hai kalian yang tetap ngeyel tidak mematuhi aturan PPKM Darurat, apakah kalian harus mati konyol dulu baru kalian bisa sadar bahwa kalian goblok? https://t.co/fOmssvESaf",[]
2021-07-06 23:52:52,beritaislamorg,,1,"Langgar PPKM, Tukang Bubur di Tasikmalaya Didenda Rp 5 Juta https://t.co/UzKClqZzWv",[]
2021-07-06 23:52:37,ayulianing96,Semarang,0,PPKM: Penantian Panjang Kemudian Menikah. 😁,[]
2021-07-06 23:52:34,Abimany86328582,,0,@republikaonline Kalo emang gak boleh dagang PAKE ATURAN LOCKDOWN ketentuan jelas kalo negara memberi segala kebutuhan rakyat....ini gak jelas banyak nama PPKM PSBB ... rakyat juga yang dipencet ... parah,[]
2021-07-06 23:52:17,Kowalskuyyy,"Vespucci Beach, LS",0,Kamu bisa wujudkan dengan cara bikin TikTok semua di Sudirman pada masa PPKM Darurat ini. Ayo!❤️😁 https://t.co/q9KoTNoWv6,[]
2021-07-06 23:52:16,_antaresh29,,10,"ANIES AKHIRNYA MARAH❗

Tapi sayang salah kantor. Karena yang didatangi adalah Kantor asuransi. Dimana perusaan ini adalah perusahaan esensial yang boleh tetap buka meski PPKM. Ini sesuai dengan Instruksi Mendagri No. 15 tahun 2021.
🙈🙈🙈🙈🙈🙈🙈 https://t.co/eGTaGvSr5A",[]
2021-07-06 23:52:06,dvilstonk,bekasi,0,nyatanya ppkm ah sudahlah,[]
2021-07-06 23:51:56,Restikakikuda,"Bogor, Indonesia",0,Dari mulai psbb sampe sekarang ppkm baru pertama kali ngerasain antri masuk stasiun ._.,[]
2021-07-06 23:51:53,Wibowo10Andrik,,0,"Desa kembali memfungsikan pos jaga dan ruang isolasi untuk menunjang PPKM Darurat. 
@jokowi 
@halimiskandarnu 
@kemendespdtt 
@malik_haramain 
@imansyukri 
@yusradaridesa 
@tppkemendes 
@ChoirilAkbar6 
@SukoyoKasekpro https://t.co/RlDHbMANz2",[]
2021-07-06 23:51:42,lantas_semarang,Jl.Ronggolawe No.1 Semarang,2,Dilaporkan pelaksanaan giat PPKM DARURAT tadi Malam penutupan di seputaran Simpang Lima tepatnya di Air Mancur bertujuan untuk menekan penyebaran covid 19 yg berada di wilayah Kota Semarang https://t.co/A7NUhQrVEA,[]
2021-07-06 23:51:40,polsekngawi11,,0,"Selama berlangsungnya PPKM Darurat masuk atau keluar Ngawi harus membawa surat ijin dari desa, surat vaksin dan bukti hasil swab.
#protokolkesehatan 
#prokesketat 
#PPKMDarurat 
#tetappatuhiprotokolkesehatan https://t.co/BgxkSSQBnG","[{'text': 'protokolkesehatan', 'indices': [130, 148]}, {'text': 'prokesketat', 'indices': [150, 162]}, {'text': 'PPKMDarurat', 'indices': [164, 176]}, {'text': 'tetappatuhiprotokolkesehatan', 'indices': [178, 207]}]"
2021-07-06 23:51:23,aditzaldi,"Padang, ID",0,Hamdalah refund travloka 100% karna ppkm,[]
2021-07-06 23:51:19,LittleCaib,Temanggung,3,"@susucapi Dan beginilah suasana PPKM darurat di Wembley, London! Wkkww 😂 https://t.co/3E2toxcnvv",[]
2021-07-06 23:51:16,Yuniatigalihwi1,,0,Patuhi aturan PPKM Darurat. Patuhi protokol kesehatan dan tetap di rumah https://t.co/Dvzov45X2v,[]
2021-07-06 23:51:16,WPurbowiyanto,"Cibinong, Indonesia",0,Yuk dukung PPKM demi menekan angka penularan covid https://t.co/0soaXd7SCT,[]
2021-07-06 23:51:13,RLiputankota,,0,Selain Tipiring Pelanggar PPKM Darurat di Banten Dapat Dikenakan Pasal Berlapis https://t.co/aDVbpC0Adz,[]
2021-07-06 23:51:07,ekonomi_jeblok,Indonesia,17,"Lahaula walakuata illabillah
""Ya ALLAH, selamatkanlah kami, ulama2 khair, sdr2 muslim dari orang2 yang zalim."" 

PSBB, PPKM Mikro, Pak Presiden Kapan Menyerah Darurat 20-7-202, akan trs ada lg hal yg serupa.
modus pendukung trs dijalankan.

#IndonesiaKolaps
#IndonesiaKolaps https://t.co/2BOGQ4TPbT","[{'text': 'IndonesiaKolaps', 'indices': [241, 257]}, {'text': 'IndonesiaKolaps', 'indices': [258, 274]}]"
2021-07-06 23:51:04,EdiKeceput,Indonesia,1,"Bela TKA China Masuk Indonesia Saat PPKM, Pemerhati Politik: Luhut Sedang Pasang Bom Waktu
 https://t.co/sRO3LDKWpO #CoronaVirus #COVID19 #PPKMDarurat #LuhutBinsarPanjaitan #Jokowi #TKAChina #MRizalFadillah","[{'text': 'CoronaVirus', 'indices': [116, 128]}, {'text': 'COVID19', 'indices': [129, 137]}, {'text': 'PPKMDarurat', 'indices': [138, 150]}, {'text': 'LuhutBinsarPanjaitan', 'indices': [151, 172]}, {'text': 'Jokowi', 'indices': [173, 180]}, {'text': 'TKAChina', 'indices': [181, 190]}, {'text': 'MRizalFadillah', 'indices': [191, 206]}]"
2021-07-06 23:51:01,rctvcirebon,Cirebon - Indonesia,0,Forkompimda Pantau PPKM Darurat di Sejumlah Lokasi https://t.co/bUmW3SJACV,[]
2021-07-06 23:50:52,akunkubiarwangi,"Solo, Indonesia",0,@RumaningsihCece PPKM pun boleh ya bikin hajatan..,[]
2021-07-06 23:50:51,Andraasaputri04,"Kota Magelang, Jawa Tengah",0,"Kemarin
PSBB

Sekarang
PPKM

Kemungkinan besok
PPKN IPA IPS MTK😶",[]
2021-07-06 23:50:49,rachmaddyanto,"Sidoarjo, Indonesia",0,"@kaumpaylater gak mas, kan ppkm",[]
2021-07-06 23:50:38,SaveIDN,Indonesia,3,"Kalian yang terus menerus memprovokasi agar rakyat tidak mematuhi aturan PPKM DARURAT, apa yang kalian inginkan? Apakah kalian menginginkan rakyat Indonesia mati konyol? 
Dan kalian, yg terrpovokasi, apakah kalian harus mati dulu baru Kalian sadar bhw kalian goblok? https://t.co/zArI5d0ArZ",[]
2021-07-06 23:50:29,YudhaRisky9,,0,@crystallthing Sekarang aja ppkm besok PKN bahasa kimia Ama fisika,[]
2021-07-06 23:50:12,adriCB8,"DKI Jakarta, Indonesia",4,"@Mdy_Asmara1701 @aniesbaswedan Marahnya Pemimpin yg berhati nurani,
Tidak marah pd tkg bakso,penjual soto,Warteg juga tdk pd penjual nasi padang dg mengobrak abrik dagangannya tetapi Dia marah pd pengusaha yg melanggar aturan PPKM darurat yg sdh diberlakukan,
TEGAS tapi tidak BERINGAS !",[]
2021-07-06 23:50:05,kabarmaduranews,Pamekasan,0,"PPKM Darurat, Sekolah  Kembali Terapkan PJJ https://t.co/ubje6BFb96",[]
2021-07-06 23:50:05,Indratrwn,"Cijati, Majalengka, JawaBarat",0,@adammhidayat Mbung keur ppkm,[]
2021-07-06 23:50:04,BendosariPolsek,"Sukoharjo, Indonesia",0,"Gabungan Tim Satgas Covid-19 Kecamatan Bendosari dipimpin Camat Bendosari Rohmadi, S.H.,https://t.co/HrGGsHLvb4 melaksanakan pemantauan dan pastikan pelaksanaan PPKM Darurat dapat dipatuhi semua warga guna menekan penyebaran Covid19. [6/7/2021
#patuhiPPKMDarurat https://t.co/opG2eVTcUf","[{'text': 'patuhiPPKMDarurat', 'indices': [244, 262]}]"
2021-07-06 23:49:55,antozz,Jakarta,0,"@MAbdulQohar2 @AAN02ALCATRAS @geloraco Dengan PPKM &amp; embel2nya itu keputusan semua wewenang Satgas Covid-19 dan Pemulihan Ekonomi Nasional. Nggak seperti saat PSBB yang bisa diputuskan sendiri. karena Satgas tsb lebih mementingkan Ekonomi ya begini jadinya. Jangan lupa usulan Menkes dan Pak Anies diakhir Mei, ditolak",[]
2021-07-06 23:49:46,Songkangbbn,"Muğla Merkez, Muğla",72,"PPKM
Pernah Pacaran Kemudian Musuhan",[]
2021-07-06 23:49:45,paktani_vote,tanah yang subur,0,@na_dirs era portal ditutup kan sdg #ppkm prof #jagasehat,"[{'text': 'ppkm', 'indices': [36, 41]}, {'text': 'jagasehat', 'indices': [47, 57]}]"
2021-07-06 23:49:44,JanissaryD_Last,"Lodd, Palestine",0,"@Kachonk35_79 wkwkwkwkwk..tatum wis tak iket nang umoh 0m..😂🤣

kalo dilepas bahaya om lg ppkm darurat 😬😬😬",[]
2021-07-06 23:49:39,Info_BPN,Kota Balikpapan,0,Ketua DPRD Kaltim Desak Pemerintah Pusat Berlakukan PPKM Darurat di Kaltim - https://t.co/xJpsOCJENz https://t.co/yMwhYnAflD https://t.co/pqFWb35IDX,[]
2021-07-06 23:49:35,NgupingBali,,0,"Kafe di Bali Digerebek saat PPKM Darurat, 12 Orang Diamankan Polisi - detikNews https://t.co/MtvLr8oX7w",[]
2021-07-06 23:49:33,NgupingBali,,0,"Selama PPKM Darurat, Danrem Tambah Personel TNI Siaga di Bandara-Pelabuhan Bali | https://t.co/qGXezGrhae - https://t.co/YGSRVmRMIr https://t.co/Xxm0pQN2pk",[]
2021-07-06 23:49:29,matcha_mousse_,"Sydney, New South Wales",0,"Oiya, ppkm😥",[]
2021-07-06 23:49:23,IyanAdriansyah9,,0,"Gubernur Khofifah mengimbau semua pihak untuk memaksimalkan vaksinasi di seluruh kabupaten dan kota di Provinsi Jatim. Khususnya, saat PPKM darurat",[]
2021-07-06 23:49:20,HKaligondang,"Purbalingga, Indonesia",0,"Patuhi aturan PPKM Darurat,  patuhi protokol kesehatan dan tetap di rumah https://t.co/CLPaUbnmX6",[]
2021-07-06 23:49:18,AndreHere23,"Semarang, Jawa Tengah",0,"Ppkm buruan kek, pengen main golf 😡",[]
2021-07-06 23:49:17,SantorinisSun,🌞,74,"Selain virus Coronanya sendiri yg terus bermutasi...
Pandemi ini menjadi lebih berbahaya krn adanya golongan sbb :
- ngeyelan &amp; nantangin
- tak percaya Covid
- tak berempati
- punya agenda busuk
Yg terakhir itu paling berbahaya krn mrk memanfaatkan PPKM Darurat sbg senjatanya",[]
2021-07-06 23:49:09,Yuniatigalihwi1,,0,Mau selamat dari serbuan Covid-19? Patuhilah aturan selama PPKM Darurat https://t.co/ggapAbPjAf,[]
2021-07-06 23:49:06,amethystgleams,dscrt,0,"PPKM
Pengen Disepong Kamu 😢",[]
2021-07-06 23:48:57,Jasatama_,"DKI Jakarta, Indonesia",0,"PPKM
Penendang Penalti Kok Morata
PPKM
Paling Paling Kena Mental
#PPKM 
#ForzaAzzurri 
#Juve 
#madrit","[{'text': 'PPKM', 'indices': [65, 70]}, {'text': 'ForzaAzzurri', 'indices': [72, 85]}, {'text': 'Juve', 'indices': [87, 92]}, {'text': 'madrit', 'indices': [94, 101]}]"
2021-07-06 23:48:56,WahyuTamanBunga,Indonesia,0,"Kepada Yth.
Bp. Gubernur DIY @SriSultanHBX 
Di Yogyakarta

“Pak kalau PPKM Darurat tidak menunjukan faedah per tgl 20 Juli selain jalan sepi krn ditutup, warung tutup, rakyat g kerja, ketakutan akan dipenjara dan masjid tutup, lalu apa yang harus kita lakukan tgl 21 Juli?”",[]
2021-07-06 23:48:45,beritaislamorg,,1,"PPKM Darurat di Solo, Mall Buka, Namun Pasar Wong Cilik Harus Tutup https://t.co/3XGCiaqMPp",[]
2021-07-06 23:48:44,icabiiii,Made in Sarojo,0,"Jelesin dong ttg ppkm ni, w mo pulang ke bukitt🥺",[]
2021-07-06 23:48:37,AbangPurba3,,0,@geloraco Gini Pung anda larang rakyat keluar rumah tapi para TKA China begitu leluasa masuk Indonesia dan selalu terjadi saat anda dan rezimmu melakukan PSBB dan saat ini PPKM.,[]
2021-07-06 23:48:26,assillme,soc,0,((Kita bakal update liburan dengan prokes yang berlaku)) mbae durung pernah disamplok klopo ye? Wong-wong lo arep kerjo wae disemprot water canon ha ikii malah spam story liburan :(( la po PPKM kebal nggo influencer to https://t.co/y8hehPUhtA,[]
2021-07-06 23:48:25,abdazmoe,Pamekasan city,0,"Alaunsidah penyakit IRDENG nya akut ya seperti ini. 
https://t.co/VrJqSiwXKc

Anies Baswedan melakukan sidak di sejumlah kantor perusahaan non-esensial yang masih buka selama PPKM Darurat. Sidak diminta lebih sering dilakukan.",[]
2021-07-06 23:47:50,johan_teruna,,0,"@tempodotco laah? kalo TKA CINA datang bawa penyakit, sama aja ente gak dukung PPKM DARURAT !!",[]
2021-07-06 23:47:34,poutmonz,,0,@NAurumn Kalau begini salah panitianya dan juga perangkat desa yg ga sosialisasi PPKM.,[]
2021-07-06 23:47:33,Harian_Jogja,"Yogyakarta, Indonesia",1,"3 Hari PPKM Darurat, Satpol-PP Kulonprogo Layangkan 67 Teguran https://t.co/3aaSdVed3D #beritajogja #jogja #jogjaistimewa https://t.co/RyPyd4j3KP","[{'text': 'beritajogja', 'indices': [87, 99]}, {'text': 'jogja', 'indices': [100, 106]}, {'text': 'jogjaistimewa', 'indices': [107, 121]}]"
2021-07-06 23:47:29,naddaisy,"Surakarta, Jawa Tengah",0,apa itu ppkm? hahaha,[]
2021-07-06 23:47:25,polsekngawi11,,0,"Ketua PHDI Jatim menghimbau kepada masyarakat jatim untuk mematuhi 5m dan ppkm darurat 3-20 Juli 2021

#serbuanvaksinasi 
#serbuanvaksin 
#5m
#3m
https://t.co/fjOJZ4Cl3p https://t.co/4QuqVTaeRl","[{'text': 'serbuanvaksinasi', 'indices': [103, 120]}, {'text': 'serbuanvaksin', 'indices': [122, 136]}, {'text': '5m', 'indices': [138, 141]}, {'text': '3m', 'indices': [142, 145]}]"
2021-07-06 23:47:13,tsyfht,Indonesia,0,Ppkm ppkm bgke,[]
2021-07-06 23:47:03,hebismoker,"Jawa Timur, Indonesia",0,@PanggilajaOscar @Arbn_Nathan @uusbiasaaja Bukannya itu intinya ppkm dan psbb kemaren? Biar bisa sosoan kaya lockdown tapi nggausah repot ngasih makan rakyat? Biar ya tau sendiri lah,[]
2021-07-06 23:47:03,GoNewsdotco,Pekanbaru,1,"Semprot Warung Pakai Damkar dan Menyita Dagangan, Penertiban PPKM Darurat di Semarang Tuai Kecaman https://t.co/1E2zLa3545",[]
2021-07-06 23:46:58,NorthPapua2021,,0,"@idafauziyah
perusahaan ga dpt pemasukan, trus ga PHK? Ibu jgn suka lips service.
seolah2 jadi malaikat,perusahaan sm pekerja yg diadu

https://t.co/MpwYB1y7Kn",[]
2021-07-06 23:46:53,RLiputankota,,0,Hari Ini Tipiring Diberlakukan bagi Pelanggar PPKM Darurat di Banten https://t.co/ssX8JzoG18,[]
2021-07-06 23:46:50,PTJASAMARGA,"DKI Jakarta, Indonesia",0,#Tol_Japek Sebelum GT Tambun KM 19 arah Jakarta DIBERLAKUKAN Penyekatan PPKM Darurat Secara Situasional.,"[{'text': 'Tol_Japek', 'indices': [0, 10]}]"
