text,context,intent,sentiment
"@bertanyarl Ortuku ga percaya vaksin dan ngatain orang jualan obat itu cari untung doang padahal anaknya apoteker, miris. 
Lebih percaya kata tetangga dan broadcast wa",1,1,1
Hari ini rencananya mau vaksin tapi malah sakit gigi 😔😔😔,3,4,1
"Media Asing Berang Indonesia Pakai Vaksin Sinovac, Jangan-jangan Ada Permainan Mafia Vaksin
https://t.co/wuqF0ESbpQ https://t.co/L2TJ2X8Cwd",1,0,1
"@geloraco Dalam video tsb, polisi bangsat itu ditenangkan oleh anggota Marinir, saya yakin tanpa anggota TNI, petugas ppkm dimanapun akan dilawan warga.",0,1,1
Presiden Joko Widodo yakin bahwa dalam menghadapi situasi yang sangat sulit di tengah pandemi COVID-19 ini kita bisa menghadapinya bersama #JokowiBerantasCovid https://t.co/zPoMlfacGc,3,3,0
"Kapten Inf. Nurkhan mengikuti Rapat Koordinasi Pembatasan Mobilitas Selama PPKM Darurat di Jawa dan Bali Dipimpin Oleh Menko Maritim dan Investasi melalui Vidcon, bertempat di Aula lantai 1 Setda Kabupaten Pekalongan. minggu (11/7) https://t.co/vRJiA58045",3,3,2
"@thimvz Kaum lompat pagar apa gimana? Bagi yang mau beli ga masalah, kan masih ada vaksin gratis, ga mewajibkan bayar, suka banget baca berita cuma judulnya doang",1,1,1
Setuju supaya konsultasi dgn BPIP. Apakah kebijakan vaksin Covid berbayar ini sesuai dengan sila-sila dalam Pancasila dan Pembukaan UUD 1945 https://t.co/OsNaygIhHJ,1,2,2
@ridwanhr @msaid_didu Vaksin BPJS kan kreatif  dikit gtu,1,4,2
"Ya Allah, ampuni Indonesia ya Allah, jualan vaksin ke rakyat sendiri disaat pandemi begini Ya Allah.

Bukakanlah hati para pemimpin bangsa kami Ya Allah. Supaya vaksin gratis saja Ya Allah.

Selamatkanlah kami (rakyat Indonesia) dari ketamakan yang tak terlihat.
Amiinnn.",0,1,1
"Siapa Sebenarnya Lois Owien? Dokter yang Klaim Pasien Covid-19 Meninggal Gegara Obat, IDI Bertindak

https://t.co/59yEHb2NYT",3,3,2
@Ronnie_Rusli Kemungkinan cara mereka mengirim virus  melalui vaksin itu sendiri.. ( berkedok vaksin ) sehingga negara makin hancur ekonominya.. akhirnya mereka bisa kuasai dengan memberi hutang terus..,1,0,1
"@tribunnews Kami tidak butuh vaksin..kami butuh beras..Kami tidak mati karena terpapar,tapi mati karena lapar terkapar.tolong bantu kami bu/pak..negeri ini akan selalu kena bencana,selama air mata fakir miskin masih menetes karena teraniaya kelaparan..Allahu akbar..azab Allah bagi orang kaya",2,1,1
lucunya lagi abis percaya kalo covid cuma akal-akalan pemerintah aja tapi ortu sambil ngambil masker terus mau vaksin pagi ini nah gitu dongggg kudu tetep patuh protokol kesehatan sama divaksin juga,1,4,2
"@ObbieNugraha @DewinthaNonong seharusnya sih ditanggung total bang selama PPKM, tapi kan di Wakanda pemerintahnya dari atas sampe bawah rakus rakus, bantuannya udah abis duluan sebelum sampai ke rakyat",2,1,1
"Great way to start the 
England kalah 
Dapat tarikh vaksin",3,4,2
"@twit_itary tbh, tahun yg berat di umur yg ga bs sok"" imut lagi. hahaha anyway, makasih mas Ary. 
doain jg kita smua sehat dan survive sampe pandemi kelar 🙏🏻",3,4,2
Aku suka PPKM tapi tanpa pp aww &lt;3,3,4,2
"@afrkml Tetangga ada yg positif tapi masih keluar keluar rumah, mana depan rumah pisan. Trus tetangga satunya gamau vaksin, malah ngomporin ""tar gua jadi haram, kan ada babinya""
Plis bilangin orang kek gini tu harus gimana. Di rumah ada ortu yang umurnya udah tua. Capek banget 😭",1,1,2
@nafi445 @yamikillua Jiayu kayak kata2 penyemangat netijen indo u/ wuhan pas pertama kali covid. Sekarang di indo lg tsunami c19 ga ada tuh netijen luar yg nyemangatin. Aku nangkepnya gt. CMIIW,3,0,1
"Keselamatan rakyat adalah hukum tertinggi, aturan harus ditegakkan, dengan PPKM Darurat akan menekan laju penularan Covid-19. #taatppkmdarurat #ppkmdarurat #bersamalawancorona #polrestabanan https://t.co/AWcR8GSdk8",1,0,0
"Dr Tifa tidak antivaxx, ikhtiar beliau hanya memilih vaksin merah putih krn prosedur lebih bagus sampling dr tubuh kita², yg saya juga setuju. 

#covidiot jangan pakai alasan beliau hny karena penjelasan ""natural herd immunity vs. artificial"" https://t.co/YLzaqVHRNt",1,0,1
PPKM Rakyat Sehat https://t.co/LHhwQLfQ3s,0,0,0
"Lagi kasus meningkat, Vaksin antri ramai-ramai..

Kalian jadikan alasan buat vaksin berbayar..

Padahal kalau memang kalian lihat sekarang kondisi lagi genting..

Di Perusahaan yang KATANYA milik negara itu, kalian sediakan vaksin gratis..

Ga repotkan?",1,2,1
"JB ppkm belanja dari rumah yu 
Shopee : dagangmusiman https://t.co/hwc5LRCEvT",3,4,2
"Sejak 1 Juli, kasus infeksi Covid 19 meningkat enam kali lipat. https://t.co/fnQQwkJroF",3,3,2
@PolresBuleleng Patuhi PPKM Darurat guna menekan angka penyebaran covid-29,3,2,2
"@RadioElshinta Kami tidak butuh vaksin..kami butuh beras..Kami tidak mati karena terpapar,tapi mati karena lapar terkapar.tolong bantu kami bu/pak..negeri ini akan selalu kena bencana,selama air mata fakir miskin masih menetes karena teraniaya kelaparan..Allahu akbar..azab Allah bagi orang kaya",2,1,1
"Kapolrestabes Semarang Bersama Forkopimda Kota Semarang Pantau Pelaksanaan Penyekatan Dalam Rangka PPKM Darurat Di Pos Penyekatan Taman Unyil.

@DivHumas_Polri @poldajateng_
 #polrestabessemarang https://t.co/4haZX53cnC",3,3,2
"orang indonesia mana percaya vaksin, orang indonesia percayanya minum air yang dicelupin batu ponari",3,1,1
"@Ronnie_Rusli Biasanya klo twit yg begini ada aja tkg helm yg nongol, ""vaksin itu kan sm dgn helm, bla bla bla"".....kasih ongkos pulang aja prof",3,1,1
"Hadiah besar buat 🇮🇹 Italy, yang sempat terpuruk dr pandemi 👍👍",3,4,2
"Kapten Inf. Nurkhan mengikuti Rapat Koordinasi Pembatasan Mobilitas Selama PPKM Darurat di Jawa dan Bali Dipimpin Oleh Menko Maritim dan Investasi melalui Vidcon, bertempat di Aula lantai 1 Setda Kabupaten Pekalongan. minggu (11/7) https://t.co/upimBQPhtH",3,3,2
"Fakta Dokter Lois
1. Tidak terdaftar di ID
2. STR nya tdk aktif sejak 2017
3. Tidak menangani pasien covid
4. Sudah diundang PPDB Pusat utk mempertanggung jawabkan argumennya
5. Jika tdk bisa memberikan laporan ilmiah akan dianggap hoax &amp; dilaporkan ke polisi.

Stay Safe ✌ https://t.co/6j31bdp4NP",3,3,2
"@fordoyum_ Sma emg ga kerasa sih, apalagi pandemi. Btw, semangatt sekulnya😻",3,4,2
PPKM Rakyat Sehat https://t.co/lj8OB5Y6le,0,0,0
"@CNNIndonesia Kami tidak butuh vaksin..kami butuh beras..Kami tidak mati karena terpapar,tapi mati karena lapar terkapar.tolong bantu kami bu/pak..negeri ini akan selalu kena bencana,selama air mata fakir miskin masih menetes karena teraniaya kelaparan..Allahu akbar..azab Allah bagi orang kaya",2,1,1
"Telah Dibuka Overhot Cloud Kitchen di Dago Bandung

Now Open @overhotyaa ktichen!!!

Warga Dago dan sekitarnya, yuk merapat!!

Kelezatan menu spesial PPKM dengan kearifan lokal sudah bisa kamu nikmati dari dekat. Sekarang gak perlu takut pesanannya dingi… https://t.co/n6IfZSwsdR https://t.co/ciWLV6Q7Il",3,4,2
"Dapatkan Promo Gratis Ongkir Untuk Pembelian Sayur, Buah, Daging, dan Kebutuhan Masak Lainnya

Butuh sayur, buah, daging atau kebutuhan masak lainnya? @pasarbogor.id jawabannya! Kami hadir di masa pandemi ini untuk memberikan kenyamanan kepada pelanggan … https://t.co/G3DtKkqXfc https://t.co/PZ7Csu6IU4",3,4,2
"Bismillah..
Pak @jokowi waffaqahullah, tolong blokir aja dulu semua socmed dan grup WA non-bisnis sampai pandemi melandai.. Terlalu banyak hoax yg membahayakan nyawa beredar.",0,2,2
"Semoga ga makin-makin aja dah dri test copid variasinya yg mcm"", yg kemudian terlihat spt ""main"" buat dpt keuntungan

Terkesan spt bkn cuma masyarakat yg ""panic buying"" test copid ataupun vaksin jdi data

Gatau lgi jika vaksin trnyata mmg dimanfaatkan oknum trtentu (aplgi korup)",1,0,1
Alhamdulilah finally vaksin for me,1,4,0
"@geloraco Misal itu ngeprank pura2 biar buat pengalihan isu dll, semoga itu menjadi doanya agar bener2 terjadi. Maaf dia sdh banyak membuat luka dan bikin gaduh, semoga disegerakan saja spt pranknya. Covid dan coid aamiin",3,1,2
"Atau bisa untuk donasi di laman berikut, ini akan terus kontinue selama masa PPKM ini.
https://t.co/YHwdZAVE65",2,5,2
"Isinya akan disesuaikan sesuai dengan kebutuhan, mungkin sedikit akan bisa membantu menjadi mood booster tenaga kesehatan kita selama masa pandemi ini.
Terima kasih, sekali lagi terima kasih, 
Will announce another action for the next.",3,0,2
@fajri_nurifan @beni_arko Mafia vaksin yg mana bos ?? Ente lapor kan lah kalu ada mafia yg bermain di vaksin.... Karena Jokowu ga suka sama mafia apalagi untuk urusan kemanusiaan...,1,5,1
"Terima kasih, untuk Orang Baik yang tidak ingin disebutkan namanya, sudah memberikan banyak pehatian untuk para tenaga kesehatan yang berjibaku selama masa pandemi, jadi besok Selasa saya kirimkan individual BurgerBox sejumlah tenaga kesehatan yang bekerja di RS Soewandi SBY https://t.co/W7eUG88TPi",2,4,1
PPKM Darurat diluar Pulau Jawa Bali yang mulai berlaku hari ini diharapkan dapat menekan kasus harian Covid-19. Mampukah turunkan kasus harian? https://t.co/AP2J5ceNmf,3,3,2
"tiba-tiba mikir;
""gimana ya kalau pemerintah angkat tangan ngurusin covid? gimana kalau pemerintah tiba-tiba bilang, 'yowis karepmu bae arep ngumpul, arep ra nganggo masker, arep touring-touring, karepmu pokoke'? gimana coba?""",3,5,2
@idextratime Banyak yang mereka tidak tahu.. southgate all in pegang italy.. buat jaga2 kena grosokan satpol pp di era ppkm,3,4,2
Jadi apa gue kalo vaksin 15 dosis https://t.co/A17n2j90LE,1,4,2
"Per 12 Juli 2021,  Kimia Farma menyediakan 8 klinik di 6 kota di Jawa dan Bali untuk vaksinasi mandiri.

https://t.co/gIHMYGwvQB",3,3,2
@ldypjm u too beb! semangat vaksin ya 💓,1,4,0
"@FerdinandHaean3 tengku zulkarnaen mati krn Covid, berarti si tengku abis makan Babi. inailahi..",3,4,2
"Vangke !!!

Pemerintah seharusnya membeli dr pengembang vaksin swasta, terus digratiskan u/ rakyat ... https://t.co/zdlP6rpZe3",0,1,2
"PPKM Darurat, Ariza: Pilihannya Tinggal Dua, Hidup atau Mati https://t.co/ZRdOWEFzWB",3,3,2
"@dikychandra_ Dana hibah aj Di KORUP, ini vaksin hibah dijual ke rakyat, duit nya dikorup",2,1,1
"@ridwankamil https://t.co/pcLu9Ij0c7

Semoga husnul khotimah, amin.",3,4,0
"@syanenatasya haha aku jg mikirin ini terus asli, tp nanti kemana mana harus ada sertif vaksin :(",1,4,2
"PPKM day-1, berangkat jam 5.40 masih belom diblokir jalan-jalannya",3,4,2
"@urgentidentitas @dvkptrii @TimpalBali iya bner bgt kak, ada beberapa negara yg ga accept vaksin sinovac karna sinovac itu dr kimia sementara az itu dr cvd yg dilemahkan, cmiiw",1,3,2
WEH RAME BFT GOHLBOVKFOWKQJ APA GK USH VAKSIN DRPD KENA COVID HAHAHAHA,1,1,1
@GeiszChalifah Aamiin ya rabbal'alamin semoga pandemi cepat berlalu dan jangan datang lagi,3,4,2
"bilang covid katanya gk ada, di suruh vaksin gk mau, pas bnyak meninggal bingung, ada PPKM di suruh tutup bilang nyari makan buat anak istri, yang nyuruh nutup maksa dan marah2. pie to jan hmmm",1,1,1
"Mulai Hari Ini, Vaksin Berbayar Bisa Dibeli di Kimia Farma https://t.co/J1rTEYHgke",1,3,2
"SUMBER BENCANA CORONA Dari Mana??
WUHAN..
TIONGKOK...

Ya STOP SEMUA Penerbangan TKA.
Di Seluruh BANDARA &amp; Pelabuhan.

Itulah SOLUSI jitu.

fAHAM Bong KODOK TOGOG DUNGU Kwadrat Pangkat seribu SE Kolam BUTEK terlalu banyak UGET2 Pikiran Jadi DUNGU.. TURUN di DENGKUL.",0,2,1
Jadikan gedung MPR DPR sbg RS Darurat Covid 19 biar tahu rakyat yg memilih kalian sdh sakit dan kesusahan,2,2,1
"Puagi sobat program

#programfolback
#IndoPromoter
#Rantai
OPEN PROMOTE  

Sobat 𝕻𝖗𝖔 🇳‌🇰‌🇷‌🇮‌🇮🇩
Yuk ngopi dimari

Reply:

Bantu Jokowi Lawan Pandemi 
#programfolback

Santuy pagi 🙏
@TheArieAir
@NotesofMila

Follow  👉 @Arrof11 https://t.co/ag3IXJPrv8",3,4,2
Mantan Pasien Covid-19 Tetap Perlu Divaksinasi - Infografik https://t.co/dkZHe354Jj https://t.co/Lsi98BHD4i,1,3,2
kesel bgt hidup di lingkungan yang gamau vaksin trs gapercaya dengan adanya corona tapi pas di swab positive panik🙄,1,1,1
"Tolak Vaksin Individu Berbayar, YLKI: Tidak Etis
 
https://t.co/SaNuGRC5Md",1,3,2
"Baru selesai mandi denger berita temen kantor dulu meninggal😭
Lgs lemes mana masih muda
Waktu gw kena covid dia yg plg care lagi 😭😭😭😭😭",2,4,2
"@ikapuspita17 Aku belum vaksin, nih Mbak Ika.
Kmrn sempat baca rekomendasi udah boleh vaksin, tapi tanya2 di tempat vaksin ko blm boleh",1,4,2
"@detikHealth Kami tidak butuh vaksin..kami butuh beras..Kami tidak mati karena terpapar,tapi mati karena lapar terkapar.tolong bantu kami bu/pak..negeri ini akan selalu kena bencana,selama air mata fakir miskin masih menetes karena teraniaya kelaparan..Allahu akbar..azab Allah bagi orang kaya",2,1,1
Gila. Om gua meninggal kemungkinan besar covid. Krn anaknya emang positif.  Tp itu sekeluarga ga ngomong2 ke tetangga. Jadi tetangganya gatau&amp;tetep ngelayat kya biasa. Gila. Dzalim amat ni keluarga ke orang lain. Ga gua bolehin emak gua kesana. Berantem berantem dah sekalian sini,2,1,2
@karawangfess Snack atau buah sih paling soalnya kalo makanan berat pas covid ga nafsu makan apa2 :(,3,4,2
"@sshua_ Huhuu takpe weh kita doa jela covid ni berkurang.. Tu krg study2 tu, klu rasa penat tu, rehat.. Jgn paksa diri lagi2 nak berjaga malam semua.. Kopi kurangkan tauu no good tiap2 masa minum:(( sementara dpt cuti tu break lah 3 4 hari ke baru mula study final tauu",2,2,2
@kesayanganrose Corona disana sepertinya ga ada ya😂😂,2,4,2
"@schfess masuk offline mya diundur abis ppkm, tp hariini tetep online",0,3,2
"@FOOD_FESS Kalo ga diswab gpp tuh maksudnya apa nder? Justru kan bagus kalo lg ga fit di swab, apalagi lg masa pandemi ini. Btw, abis mam aja nder minum air kelapanya",3,5,2
"@FerdinandHaean3 Setidaknya mereka tahu harga vaksin sebenarnya,  jd klo mereka tdk mau ikut vaksin gratis, ya rugi mereka...",1,4,2
Mikirnya udh covid aja padahal cuma masuk angin,3,4,2
"Jika kamu merasa lebih makmur, bangun meja makan yg lebih panjang. Bukan pagar yang lebih tinggi.
Jgn karena merasa bisa bayar vaksin lalu minta diistimewakan. https://t.co/s3WLGrIIex",1,0,1
@tolieb_reeza @Ronnie_Rusli Iya. Kemarin ada video orang Semarang ke Surabaya ga punya sertifikat vaksin disuruh balik lg ke Semarang,1,3,2
"@KerenProlink @malikul100 @Azukamizaki956 @Anpras7 @Hermans_cepoe @aroy_novan11 @ida2friani @Maryati19994827 @JesicaLo2 @hijoniitazurana @Putu_Lanang99 @MadjidahW @TeddyWoga @govindajaya4 @jay_adijayaa Pagi bro @KerenProlink 
Semoga kita semua tetap sehat dan terhindar dari wabah corona
Aamiin Ya Robbal Alamin",3,4,2
@unadyaa Teteeeh sehat-sehat disana yaa huhu tiap hari denger berita covid seram :(,3,4,2
"Kotak amal buat danai teroris Diam aja, toko 212 jadi ajang penipuan diam aja, giliran pemerintah adakan ppkm demi kesehatan pada ribut🤣. Kadrun goblok🤣 https://t.co/zvuzucZyTt",3,1,1
Surabaya melawan trhadap PPkM d kala rakyat bnyk yg susah gerak menjalankan usaha demi pnuhi kbutuhan klrg🙈 https://t.co/ySx0PCUpKl,2,3,1
"Hanya kelas'Lalat Politik' yg kebanyakan bacot di negeri ini.
Sedang yg bener peduli bencana covid lakukan aksi nyata, tidak hanya sekedar cari gara-gara !

https://t.co/QlsFPCqtt4",3,1,1
"@TeddyGusnaidi @kak_cyndyy Lebih baik kita bersatu, bergotong royong menanggulangi pandemi",3,2,2
@saritemayu @aniesbaswedan @ganjarpranowo Semoga pandemi ini cepat berlalu,3,4,2
"@Claudia41263629 @AldoBabeh Bukan dicoba saya sudah membuktikan ngurusin tetangga saya yg kena covid + tipes tanpa masker Alhamdulillah biasa aja, 3 keluarga malah yg lagi isoman, saya sarankan jgn dikamar aja keluar hirup udara pagi sambil berjemur, kasih obat herbal 3 hari sembuh",2,2,0
"@KompasTV Kami tidak butuh vaksin..kami butuh beras..Kami tidak mati karena terpapar,tapi mati karena lapar terkapar.tolong bantu kami bu/pak..negeri ini akan selalu kena bencana,selama air mata fakir miskin masih menetes karena teraniaya kelaparan..Allahu akbar..azab Allah bagi orang kaya",2,1,1
"@EnggalPMT Apa Alasan Pemerintah Sediakan Program Vaksinasi Covid-19 Berbayar?
https://t.co/bh8AyewMp5",1,5,2
"This! 

Gw bantu jelasin maksud bang hotradero. Kita tahu hal terpenting dlm program vaksinasi adl kecepatan. Kejar2an dgn waktu.

Misal di satu tempat ada 100 org yg mampu (ogah ribet) melakukan  vaksin berbayar. Maka itu berarti mengurangi 100 slot antrian di vaksinasi umum. https://t.co/itnGOxjOvq",1,3,2
"Personil Polres Tabanan bersinergi dengan Kodim 1619 Tabanan, Satpol PP, Dishub dan BPBD Tabanan melaksanakan Yustisi PPKM Darurat Dipimpin Kasatpol PP I Wayan Sarba, S.Sos,https://t.co/cuu8dHQRVA. #ppkmdarurat #taatppkmdarurat #bersamalawancorona #polrestabanan https://t.co/KLS8H98Rej",0,3,2
@FKadrun @repelita Emang banyak yg aneh2 di masa rezim Jokowi...diantaranya...mau idul fitri lockdown...mau idul adlha PPPK...? Ora ngerti aku son ?....😭😭,0,0,2
"Terdampak Pandemi Corona, Separo PKL di Jogja Tutup Lapak - Suara Merdeka CyberNews https://t.co/0t1jXsg7Jd",3,3,0
"@geloraco Dibentak Polisi saat Razia PPKM, Pedagang Ngamuk: Bapak Masih Gajian, Saya Gak Buka Gak Makan!
https://t.co/zSCfXhmIMN",3,3,0
"Vaksin cino terbukti tidak AMPUH.
Obat Covid-19 BELUM ADA. 

Sementara elu dan elu dan elu masih aja cari kambing hitam dan kodran-kadrun kayak orang stress.",1,0,2
"PPKM Darurat, Seluruh Objek Wisata Kepulauan Seribu Ditutup - detikTravel https://t.co/ANMQSU90SF",3,3,2
@andimuhr yg jual tutup. ppkm wkwk,3,4,2
PT Bio Farma (Persero) maupun PT Kimia Farma (Persero) Tbk punya tugas berat lain. https://t.co/bbmHrzXL49,3,3,2
"@KompasTV Kami tidak butuh vaksin..kami butuh beras..Kami tidak mati karena terpapar,tapi mati karena lapar terkapar.tolong bantu kami bu/pak..negeri ini akan selalu kena bencana,selama air mata fakir miskin masih menetes karena teraniaya kelaparan..Allahu akbar..azab Allah bagi orang kaya",2,1,1
@hannisszz Kamu bisa lihat yt nya dokter tirta aja kalo kamu ga yakin sama vaksin. Atau penjelasan ilmiah lain di yt,3,4,2
Dan juga smoking area yang berpotensi menjadi tempat menyebarnya virus covid-19 loh!,3,0,2
Deg2an mau vaksin,1,4,2
Hari ini di vaksin takut bgd😭,1,4,2
"@TeddyWoga Kadang miris yg di curi itu sembako mungkin dia memang membutuhkan, ini perlu perhatiaan di tahan bukan solusi di masa pandemi",3,0,2
"@skngawlll @FaheemYounus Orang bodoh, mana ada yg mau kema covid woy. Bicara nak tak pakai otak. Jangan, jangan iri, jangan iri, JANGAN IRI DENGKI. Kotor lah hati kau itu. Besok monday pun kau mengeluh. Kena fire baru tau kau, bos mu pecat kau orang tak tahu diri.",3,1,2
@republikaonline Kalau tokoh politik itu nyinyir itu bagian dr suara kritis mereka thd pemerintah dlm penanganan virus wuhan yg trkesan amburadul itu dr kebijahkan  vaksin gratis/berbayar hingga aturan PPKM darurat tnp solusi bt warga miskin.dasar!!asal nyinyir jg loe😂,2,1,1
Informasi Penutupan Pelayanan Tatap Muka dan Pembelajaran On Campus sesuai peraturan PPKM Darurat 2-20 Juli 2021 REVISI https://t.co/Anio9Ky5G1,0,3,2
"@AnnisaPohan @Sat_Pinayungan gampang ntu mah mpok !
Vaksin gretong bandar kgk dpt untung !
Vaksin bayar, bandarnye untung gede dong khan barang hibah yg di jokul !
😀😀😀",1,1,1
"@tribunnews Kami tidak butuh vaksin..kami butuh beras..Kami tidak mati karena terpapar,tapi mati karena lapar terkapar.tolong bantu kami bu/pak..negeri ini akan selalu kena bencana,selama air mata fakir miskin masih menetes karena teraniaya kelaparan..Allahu akbar..azab Allah bagi orang kaya",2,1,1
"Mohon maaf, ini demi mencegah penularan covid19 sekaligus upaya mendukung PPKM Darurat, thd yg masa berlaku SIM nya habis idealnya ada kebijaksanaan, sehingga layanan bisa stop dulu. Terimakasih. https://t.co/dUxq7M4McV",0,3,0
btw salut sm yg takut jarum tp ttp mau vaksin 👍🏼,1,0,0
"@semangkadingin makasiii muh, 
bahagia juga ya kamu. sehat"" terus di masa pandemi... 
biar jodohnya ga kelewat 😁",3,4,2
"PPKM, pengen pacaran kemudian menikah",3,4,2
@keywai_ Yer doh… die x buat lockdown or pkpd pun kita dah bersyukur dah….,3,4,2
"@KetumProDEMnew @dapitnih Innalillahi wainna ilaihi rojiun...

Berita ttg penderita covid yg gak kunjung dapat RS di kotanya dan berakhir nggak tertolong, terjadi di mana2......
😪😪😪",3,4,2
"Gelar Operasi Yustisi, Petugas Himbau Pelaku Usaha Kuliner Terapkan Take Away Atau Delivery Selama PPKM Darurat https://t.co/p4KhTqNPUa",0,3,2
@LsOwien Saya setuju dengan dr loiZ soal nya saya menglami setlh vaksin sya lngsung demam stlh di swab sya di bilang Corona Memang pencium dan rasa sya hlg tp sya berobt sndiri smbuh Berti sama dgn flu biasa.sya stuju dangn dr loiz.,3,0,2
"@dellins96364605 @BacaSaung @adiredja_ @alisyarief @drpriono1 ane ga tanya gambar kertas tsb, yg ane tanya REFERENSI ILMIAH dasar klaim kamu ini 

kamu mengatakan bahwa 

""Penderita covid terinfeksi streptococcus sensitif boleh dikasih Azithro"" 

🖕 

ada DASAR REFERENSI ILMIAHNYA atau TIDAK komentar kamu imi ? https://t.co/hFxu4hR8jE",3,1,1
"Gabisa nyium kirain covid 
Ternyata jauh aja haha",3,4,2
vaksin guys,1,2,0
"PPKM 
Syarat kemna mana harus 
Sudah vaksin
.....pantes sekarang dijual 
Itu vaksin
Negara lain emang pada 
Jualin tuh vaksin Ama rakyat nya?",1,1,1
@czaziq Ooo ya ka. Yg aku tau dorg cucuk Cainis vaksin but another pharma. Sama mcm UAE punya. Sinopharm.,1,4,2
