text,context,intent,sentiment
"@detikcom Goblok, selama pandemi malah gw jadi kere, jancuuuuukkkk",2.0,3.0,1.0
"Selama PPKM Darurat semua tempat makan dilarang menerima pelanggan untuk makan ditempat

#TetapTaatiPPKM
Dukung Patuhi Bersama https://t.co/ARIq12yQy1",0.0,3.0,2.0
@modokqueen_ tpi ak udh vaksin,1.0,3.0,0.0
"JRX itu kombinasi dia nya bodoh, stress, akhirnya terperangkap jebakan pemerintah “CoRonA bIaSA-BiaSA sAJa”. Toh per-hari ini, vaksinasi di Bali dosis pertama udah tembus 80%an dan mungkin akan siap di klaim keberhasilannya oleh pemerintah pusat, kemudian buat promosi wisata deh https://t.co/t9qrbIPdEe",2.0,3.0,2.0
@anang8989 @nila_mrt Ya kembali k usul gw juga sm pemerintah. Yg ga mau vaksin d data.. Klo mrk kena covid ga ush d urus. Selesai.,1.0,2.0,0.0
hari ini aku vaksin~,1.0,3.0,0.0
Asli ini mau vaksin bisnya belom berangkat2,1.0,4.0,2.0
@jocyquee Sampe sekarang gw ga pernah di vaksin,1.0,3.0,1.0
"bener-bener sampe kemarin malam ada 8 telfon ga nyadar blas. bangunbangun lah kenapa pada nyariin ternyata mau mastiin udh jadi vaksin belum lol, aku seperti orang semaput guys sorry",1.0,4.0,2.0
"Headline Koran Pikiran Rakyat
14 Juli 2021

RI ”Terkunci”
Lonjakan Covid

SEDIKITNYA enam negara melarang penerbangan dari Indonesia. ­Kebijakan ini dikeluarkan setelah dalam sebulan ­terakhir kasus positif Covid-19 di Indonesia meningkat signifikan. https://t.co/uhDDkrCFoZ",3.0,3.0,1.0
"Jangan sombong gaes, Covid tuh ga kenal usia, gender, jabatan atau lokasi... Apapun itu, siapapun bisa terkena.. Jangan sombong!",3.0,2.0,0.0
"Setahun lebih berlalu...
Masih menunggu berita di negeri ini bahwa Gaji para pejabat, Anggota Dewan dipotong untuk membantu rakyat yang terdampak Pandemi ini.",3.0,2.0,2.0
"Breaking news :

PPKM diperpanjang sampai 2024 

Digabung debat capres dan debat Covid",3.0,1.0,1.0
"Keluarga gua nakeess, balik2 ke rumah lgsg denger semua cerita rumah sakit. Gilaaaa yg bilang covid ga adaaa, yg bilang dokter tuh meng-covid-kan asli kurang ajaaarrrrr https://t.co/Rram6wQXxq",3.0,3.0,1.0
"Angel wes jan, bobrok. Bingung juga kalo kelakuan atas atasnya ngga bener gini. Mau vaksin aja disuruh tebak2an dulu https://t.co/X3a0QmdZRq",1.0,1.0,1.0
"@kakraraaa_ @kyotieep @gtwsapak @collegemenfess Heran bgt itu kating himpunannya kok berpikiran pendek begitu, sangat"" terkesan lebay ditambah dgn point ancaman. Apa bgt sii gajelas lg pandemi gini juga",2.0,1.0,1.0
"@xenn_nnex Sunway Putra..

Depan ni ada tempat Vaksin jer",1.0,4.0,2.0
"Parah sih kalau ppkm diperpanjang. Demi apapun ppkm itu dampaknya besar. Sebagian orang diluar sana karena ppkm bisa kehilangan pekerjaan. Trus gimana mereka menghidupi dirinya apalagi kalau punya anak/istri? Iya ini pandemi, tapi orang juga makin sakit karena lapar.",0.0,0.0,1.0
"Makan tuh PPKM..

Bikin kebijakan kok pinter bgt ..

Percuma kan cegat²in orang dijalan kasusnya gak reda&amp;ekonomi juga gak pulih...

Tebir bgt idup di Irlandia selatan ... https://t.co/oZjYLytcUr",0.0,1.0,1.0
"@zarazettirazr Gak lama lagi nasibnya sama dgn si Tirta,  dijadikan duta Vaksin..??😁",3.0,5.0,2.0
"@FiersaBesari Negara yang lebih kejam dari Korut penangana pandemi, kita disiksa untuk gak punya uang, disiksa untuk nahan lapar, disiksa sakit mental dan fisik kemudian mati meninggalkan insetif. Di korut dor mati seketika.",0.0,1.0,1.0
"@OposisiCerdas @WiewiexPalesti PPKM ga jamin kesejahteraan masyarakat, tapi membebani masyarakat dg denda dan pidana. Luar biasa bijaksananya rezim ini😥",0.0,1.0,1.0
@txtdrikomisaris @toropedia Pemerintah gakan berani make kata lockdown,3.0,3.0,2.0
"Gue mau main ke Boyolali aja ga bisa yang cuma antar provinsi, ini dari luar negeri.
Pedagang kecil langgar ppkm didenda atau pilih di penjara, ini TKA boss!
Kapan gue jadi menteri ya. https://t.co/wywe95FcFq",0.0,1.0,1.0
kenapa pemerintah ogah nanggung kebutuhan dasar rakyatnya ketika pandemi (Pasal 55 ayat (1) UU 6/2018): https://t.co/fa66iEYlHx,0.0,1.0,1.0
Abis vaksin jadi sagala tunduh gini,1.0,3.0,2.0
"@alisyarief Arogansi pernyataan dan sikap ditunjukkan hanya untuk menutupi terkendalinya TKA CHINA AMAN Masuk Bandara ?.
BANDARA seharusnya ditutup saat PPKM DARURAT ini. Jgn Sampai PPKM DARUTAT jadi PPKM tambah Darurat.
@jokowi",0.0,2.0,1.0
"@nowheretofindmi typo kali tuh poster, harusnya “stop upload berita HOAX tentang covid” lol",2.0,4.0,2.0
Ganjar soal Vaksin Corona Berbayar: Rakyat Dulu Diperhatikan! - detikNews https://t.co/Dijb4f4kmJ https://t.co/cq0rqrFL3J,0.0,3.0,2.0
"@di_langitsore Betul kak,,  seakan pemerintah skrg gamau tau ttg rakyat kecil,,  dipukul rata aja kayak yg semua berpenghaslian pns/ krywn swasta,  pdahal ada kuli bangunan,  tukang ojek,  penjual makanan dll yg udahmencoba brtahaan mati2an slama pandemi ini, skrg ga ada solusi bgt untuk mrka",0.0,0.0,1.0
Takut mulut kebablasan ngedoain semoga ngerasain covid biar tau dan gak seenaknya aja.,3.0,4.0,2.0
"Kami sudah di titik jenuh dan bingung bagaimana kami akan bekerja di tengah wabah pandemi ini, di terapkan sistem lockdown - PSBB - PPKM mikro - PPKM darurat, kami belum menemui titik terang apakah ada solusi bagi kami dimana sama"" menguntungkan antara pemerintah dan masyarakat.",0.0,0.0,1.0
"Kalo memang PPKM akan di perpanjang sampai 6 Minggu, berikan sebuah solusi yg mungkin sama sama menguntungkan antata rakyat biasa dan para pejabat/pegawai yg di gaji negara.",0.0,2.0,0.0
"@Ndons_Back Betul, butuh waktu lama...
Vaksin covid yg ada sekarang memang masih dalam tahap clinical trial, authorized for emergency use.",1.0,0.0,2.0
"Tren penurunan kemiskinan di Indonesia turun dratis, sedangkan angka pengangguran baru di bekas koloni Belanda tersebut naik hingga 75%, sejak lepas dari Belanda, kemiskinan dan pengangguran sudah menjadi pemandangan biasa di Indonesia, pandemi Covid-19 penyumbang terbesar",2.0,3.0,1.0
@FerdinandHaean3 Astrazeneca gmn pak? Saya yg dikota kecil udah hampir 12 mimggu belum dapat vaksin kedua. Padahal rekomendasi who 8-12 minggu,1.0,5.0,1.0
@kompascom Covid di Indonesia akan membaik dlm bbrp hari kedepan dgn catatan kurangi test dan kurangi pencatatat kematian. Maka akan tampak membaik. Di bbrp kota sdh mulai dilakukan.,3.0,0.0,1.0
PMI Kabupaten Gunungkidul telah menangani pemakaman 39 jenazah pasien Corona selama Juli 2021. Sebanyak 19 di antaranya meningga saat isoman.,3.0,3.0,1.0
"@_cia_07 sama euy... kalo gak berita duka krn meninggal, ada info temen kena papar covid, dari yg gejala ringan sampe butuh donor darah",2.0,3.0,1.0
"06.45 Polri gabung TNI, Dishub dan Pol-PP melaksanakan Pembatasan Mobilitas &amp; Penyekatan guna pencegahan penyebaran Virus Covid 19 di Pos PPKM Darurat Kalideres Jakarta Barat https://t.co/1fZcgGNqZX
@TMCPoldaMetro",3.0,3.0,0.0
"@AZHARFRS ""Masyarakat wajib divaksinasi, segala resiko ditanggung sendiri, juga vaksinasi tidak menjamin masyarakat tersebut bebas dari penularan covid-19""
Ini yg bikin bingung 😕.
Harusnya bukan vaksinasi yg diutamakan, tetapi menghentikan sumber penularan yakni WN cina dan india.",1.0,0.0,1.0
@miawjnh aku hari ini dapet jadwal vaksin yaaaa huhu,1.0,3.0,0.0
"Melalui Jalur Multilateral, Menlu, Retno: Indonesia Terima 3,476 Juta Vaksin AstraZeneca https://t.co/Tm1iN4rOsF 

@jokowi @Menlu_RI @Kemlu_RI",1.0,3.0,0.0
Ratusan Warga di Pekalongan ikuti Serbuan Vaksin Nasional https://t.co/c9JIPYejWr https://t.co/Vvpa95Achb,1.0,3.0,0.0
"@geloraco bisa jg sebaliknya.
ada pihakyg menyebarkan isu ini kemungkinan mau menjrumuskan org2 utk tdk mau divaksin. yg mengakibatkan resiko besar terkena C19 krn tdk adanya pertahanan dr tubuh. sebabnya yg divaksin bkn hanya bangsa 62 tp jg bgsa2 lain. eropa sdh 75% penddknya di vaksin.",1.0,0.0,2.0
Harusnya pem pusat sadar diri pemimp gub jkt yg benar2 tanpa lelah bekerja menyelamatkan warganya.. hanya dajjal yg tegaa melihat rakyt puluhan ribu berjatuhan jadi korban covid ..yg bertg jwb pem arogan ini https://t.co/uP679k19Yx,3.0,1.0,1.0
"@namujjinie Kayaknya pandemi bikin kemampuan membaca komprehensif para penghuni sosmed dg sumbu pendek makin hilang.

Kasihan sekali yg udah ngegas",2.0,1.0,1.0
"Kamu diantara yang mana? 

Survei SMRC: Warga DKI Jakarta paling banyak menolak vaksin COVID-19 - ANTARA News https://t.co/YUNokKeLIl",1.0,5.0,1.0
Pemerintah Disarankan Beri Vaksin Tahap Ketiga untuk Pekerja Media Setelah Nakes: Pekerja media merupakan kelompok yang bekerja di wilayah rentan. Para pewarta sering bertemu dengan masyarakat di lapangan sehingga berpotensi mudah terpapar Covid-19. https://t.co/lmzSKCdujz,1.0,3.0,0.0
"@CNNIndonesia Rakyat yg mana sih.. 
Klo pada akhirnya bayar gw rasa orang berduiit aja yg mau, trus org miskin yg mau cari uang aja di persulit yg bikin imun pada down gegara PPKM COVID19.
Jangan ngadi2 aje deh",0.0,1.0,1.0
"@FiersaBesari Kan yg penting kematian kasus covid bisa berkurang, mati karena lapar bisa dijadikan alasan yg bagus biar kematian covid gak bertambah",0.0,1.0,1.0
"JIKA CORONA MASIH DI JADIKAN SEBAGAI :
1.BISNIS
2.MENINDAS RAKYAT MISKIN
3.MELEMAHKAN SALAH SATU ATAU ANTAR UMAT BERAGAMA

MAKA TAK LAMA LAGI HURU HARA ANTARA RAKYAT VS PEMERINTAH AKAN TERJADI

#SALAMAKALSEHAT",0.0,1.0,1.0
@shiikaaas Semangat semangat.. Manfaatkan pandemi biar cpt lulus😊,2.0,2.0,2.0
"masyarakat menolak vaksin, kata pemerintah. https://t.co/z4pQwEfN2N",1.0,3.0,1.0
"@Dennysiregar7 Bedanya vaksin gratis dan bayar dmn Des? Kalo kualitas vaksin dibayar lebih baik dri pd gratis, lalu utk apa ada gratis, klo 2-2nya sama ampuhnya lalu utk apa berbayar des? 🤡",1.0,5.0,1.0
"@RudiNurudien @prastow Kebiasaan pemerintah dlm menentukan yg dpt bantuan, ambil aja data penerima PKH dan tambahin bantuannya. Padahal kaum menengah yg dulu sblm pandemi mungkin kecukupan begitu pandemi dia terpuruk. Tapi dia ga masuk penerima bantuan karena listriknya R2, punya rumah type 45",0.0,2.0,0.0
Setuju PPKM sangat memaatikan sandang pangan rakyat kecil... https://t.co/VZWwoPbkSC,0.0,0.0,2.0
"@himawan1978 @nila_mrt Sama kok sama gua, gua malah demen orang yg gak percaya covid trus mati kena covid.😂😂😂",2.0,0.0,1.0
"Kebebasan menyatakan pendapat, telah dirampas oleh negara. Kasus kasus dr loiz sala satu contoh. Penguasa telah hilang akal menghadapi covid.sunggu menyanyat hati. Padahal kita negara demokrasi.",2.0,0.0,1.0
Gak di belikan vaksin saja dananya..om? https://t.co/VXHb00J23R,1.0,5.0,2.0
"@Jengnala Aamiin YRA.. 
Aku selama ppkm ngak ad kerjaan buki 😢😢,semua job di cancel berharap ppkm ngak di perpanjang",2.0,0.0,1.0
"Hand sanitizer selalu bawa, tiap nyampe rumah cuci tangan barang"" disemprot desinfektan... Itu ikhtiarku... Aku gatau apa kedepannya Allah bakal tetep lindungin aku dr bahaya itu... Aku ga tau apa sampe pandemi ini pudar apa aku bakal jadi org yg bertahan sanggup laluinnya tanpa",2.0,2.0,0.0
"aku mau vaksin ntar jam 10, bismillah T____T",1.0,3.0,0.0
"efek vaksin ke aku alhamdulillah cuman ngantuk doang. demam ngga, laper terus juga ngga tapi ngantuk terus. ntar nyambut gawenya gimana deh kalo begini 🙂",1.0,3.0,0.0
"13/07/21
23.45

Polri Sat Lantas Polres Metro Bekasi melaksanakan Pengamanan Rute Lintasan pendistribusian Vaksin Covid - 19 dari Bandara Soeta menuju Biofarma Bandung pada Akses Masuk Pintu Tol Jakarta - Cikampek yg berada di Wilayah Hukum Polrestro Bekasi.

@TMCPoldaMetro https://t.co/wu6ldMmx6V",1.0,3.0,0.0
@NyiPenengah Semoga masyarakat semakin disiplin biar zona merah gak semakin banyak..Optimis pandemi segera selesai,2.0,0.0,0.0
@Naj_2709 @HanifahAndini96 @KemenBUMN @erickthohir Berbayar dan yg gratis.. Itu pilihan.. Tujuannya agar segera target vaksin tercapai... Krn memang banyak rakyat yg ingin vaksin tp takut dgn antrian dan kerumunan. Yuk berpikir positif negeri kita hrs segera keluar dr pandemi... Aamiin,2.0,0.0,0.0
"@Sudiyanto204573 Agak mendingan sih, bisa juga diikuti kegiatan sentra ekonomi dibuat bergilir atau entah satu hari tertentu tutup semua yang non esensial. Optimalisasi aparat dibawah sosialisai dll ... Ketimbang perpanjangan PPKM",2.0,2.0,0.0
"Tahun lalu masih bisa agak tenang karena zona merah Covid-19 mostly di Jabodetabek, sementara orang tua di Sukabumi.

Hari ini udah sampe ke tetangga depan rumah orang tua. Semalam meninggal.",2.0,3.0,1.0
"@detikcom 𝐁𝐈𝐑𝐎 𝐇𝐔𝐊𝐔𝐌 𝐊𝐄𝐌𝐄𝐍𝐊𝐄𝐒 : ""Biaya VGR Karyawan/Individu 𝑮𝑹𝑨𝑻𝑰𝑺 / di tanggung Badan Usaha Penyelenggara (seperti CSR)."" - Opini: Bagus Lanjutkan bentuk CSR, biar gak ada yang bermain Bisnis Vaksin kepada Individu Langsung Dimasa Pandemi. @KemenkesRI @KemenBUMN https://t.co/JwnsyEBFQK",1.0,2.0,0.0
Beks mau tanya vaksin disini bener ngga sih? Udah daftar lewat link yang tertera di gambar tapi belum ada pemberitahuan samsek sampe sekarang. https://t.co/h7ks9rFsO6,1.0,5.0,1.0
"@agnesnm Malam nya adik sempat vc kami keluarga, pagi nya kami dengar kabar adik udah pergi ke pangkuan Tuhan Yesus di surga, pas jenazah adik sampe di rumah, ada kerabat yg bilang peti nya ngga boleh dibuka, dikatain itu karna covid.
Padahal adik udh di cek lab, memang negatif covid.",2.0,3.0,1.0
Memanipulasi (menaikan) angka korban covid sejak awal pandemi sudah berhasil meneror orang agar mau divaksin. Tapi memanipulasi (menyembunyikan) angka korban akibat vaksin adalah penipuan yg mengancam nyawa banyak orang!!!,3.0,0.0,1.0
"@PerkasaSentot @republikaonline PPKM e iyo
Bansos e ora",0.0,1.0,1.0
@wayvfess Ya Allah hendery pulang gk😡 lagi PPKM  begini malah nongki²😬,2.0,3.0,1.0
@June_dya77 Kalau TUJUANNYA UNTUK MEMPERCEPAT VAKSIN RAKYAT kenapa gak sekalian Buka ke Swasta juga untuk bisa vaksin dan pemerintah tinggal bikin aturan HET ( harga eceran tertingi) gak bisa melebihi yg di jual pemerintah atau BUMN,1.0,2.0,0.0
YaAllah mau vaksin gni amat....,1.0,3.0,1.0
"@mybabyikon @blogdokter Blm lagi ada rapat dari dinkes / prov yg mengharuskan dokter ikut 

Kita jg mengkoordinir kegiatan tracing covid tiap ada kasus baru

Dokter lain yg butuh banyak biaya dan goals harus ngamen lagi yakni ngisi klinik di 2 titik lain (demi mengumpulkan tabungan) kayak saya",3.0,3.0,1.0
Masa muda aku dah disia-siakan sebab covid yg tak berkesudahan 🙃🥺. https://t.co/VEo6wUdnyc,2.0,1.0,1.0
"@karoean @BebekDolan @dayatia sudah coba diingatkan pak u coba proning jg, krn anaknya yg merawat jg dokter muda tp ga tahu jg kl lg blank krn dia jg kena covid cm sdhbagak lumayan dan bapaknya br meninggal.",3.0,2.0,0.0
Ini covid ditangani dengan serius ga sih?,0.0,1.0,1.0
"Terimakasih Oneng 🙏
Terimakasih #OlengPunyaLapak 🙏
Terimakasih teman2 semua atas doa2nya 🙏 maaf gak bisa di balas satu2.

Jgn pernah kena covid, teman2... jgn pernah ! 
Slalu jaga Prokes kalian dan jgn lalaikan vaksin. 
Itu pesan terakhir adek gue. https://t.co/G8HiRo3wzZ",3.0,2.0,0.0
@geloraco Kl ambigue dan membuat masy bingung sebaiknya diganti krn bs jd overload atau bingung menghadapi polarisasi dlm masy. Siapa yg mampu memimpin dlm PPKM darurat tersebut dan tentu hrsnya diserahkan pd ybs sehingga PPKM bisa lebih maksimal dan berhasil. Sesuatu kl tdk diserahkan pd,0.0,2.0,0.0
@BNI Kalo yg di Dayeuhkolot buka ga min? Atau masih ppkm,3.0,5.0,2.0
"Di penjara karena PPKM.
Mungkin napi yang di dalem penjara saat ada tahanan baru berasa ada mangsa baru tapi saat tau alesan di penjara karena melanggar PPKM mereka pasti iba dan akan kasih support tidak akan mendiskriminasi seperti yg di alami saat lapak mereka di grebek.",3.0,0.0,1.0
"@Safarmussafir @TwelviFebrina Efek ppkm darurat ngaruh banget sih, boro2 buat ngopi, buat makan aja susah. Orang mikirnya ada duit drpd buat ngopi2 mending buat beli beras. Bukan cm efek blokiran jalan doang. Semoga mas nya gak ngalamin kyk saya, sejahtera terus.. Aamiin",2.0,0.0,1.0
"@eg_nrs Iya Bun
Solannya Jumat tggl 16 jadwal vaksin kedua
Jad inget 😀🙏",1.0,3.0,2.0
"Tak Mampu Bayar Denda 5 Juta, Pemilik Kafe Pelanggar PPKM Darurat Pilih Dipenjara https://t.co/RMvBpI3tFv lewat @Teropongmetro",0.0,3.0,1.0
@ionhamzah Salah satu mekanisme penyelesaian masalah itu adalah dengan membuka opsi vaksin berbayar. Tidak mesti semua harus dibayar negara. Emang negara ini super kaya untuk menanggung semua masalah?,1.0,2.0,0.0
"Early 40 kl bisa ke dubai setahun 2 tahun gamasalah, harus nya 2020 kmrn udh dpt tawaran pdhl tp pandemi emg tokai. Kalo tabungan udh cukup pengen bgt hari tua di perth, damai bgt kotanya.",2.0,3.0,1.0
"@kafara666 @ruliemaulana Nih pernyataan dari Fahrettin Koca, dia bilang vaksin inaktif itu merupakan vaksin paling aman. 

https://t.co/pyd4eI5k7g",1.0,3.0,2.0
"@Trustbinnn @bertanyarl Iya bang, ppkm juga nambah 6 minggu, kn bgst",0.0,1.0,1.0
@TajYasinMZ Pak @TajYasinMZ  infony untuk  penyitas baru bisa d vaksin stlh 3 bln sembuh sedangkan kebijakan pemerintah mewajibkan kmn2 hrs menunjukan surat vaksin trus nasib penyintas gmn pak?,1.0,5.0,2.0
"@axdwin Terberat oleh nakes skrg kelelahan sangat tinggi, apalagi teman di lapangan banyak yg ambruk, pasien terus membludak

Apalagi kalau keluarga positif, otomatis harus tanggungjawab urus mereka juga

Lelah + COVID = gejala berat-kritis,
RS Full, tdk dirawat, risiko meninggal tinggi",2.0,0.0,1.0
"@bertanyarl sebelum vaksin makan, ga harus banyak yg penting perut ga kosong
terus abis di vaksin istirahat dulu terus minum paracetamol deh lalu tidur",1.0,2.0,0.0
"Pemerintah 
Sdh bkn waktunya lg beropini 
Saatnya ambil tindakan 

Rmh sakit penuh ,vaksin tdk maksimal ,para medis kelelahan bnyak yg tumbang ..

Gk pecus kerja bnyak bacot mrk tu",0.0,1.0,1.0
"bentar lagi mau jadwal vaksin tahap 2, tapi batuk g sembuh2😷🤧",1.0,3.0,1.0
"Kemarin ada yg cerita gini:
Tetangga saya sakit lumayan parah, udah tua, dibawa ke klinik dan swab, hasilnya positif. Keluarganya 'keukeuh' bawa pulang aja, karena takut kalo meninggal diurusnya sesuai prosedur covid. 🙃
-
Dah lah ngomong sampe berbusa jg emg gamempan disini mah.",2.0,3.0,1.0
@qhinda9 Masih sianggg kok vaksin nya🙂 mudah-mudahan siang udah ga pusing🥰 maaacii nada,1.0,3.0,0.0
"Tiap mau lebaran Covid naik..

Sepertinya harus Pilkada lagi biar covid turun ..🤭😂",3.0,4.0,2.0
"@B_hyundred_byun Wah mak kalau lulusan Corona angkatan pertama mah sopan ²,aku contohnya 😁",3.0,4.0,2.0
Ustadz Abdul Somad di Issue kan beliau covid pada hal beliau sehat walafiat. Senang sekali jin jin kafir itu keluar berita kan Issue hoak. Dasar Jin Kafir. Laknatullah.,3.0,4.0,2.0
"Kesel banget liat story ibuk kost yg seolah-olah covid tu gaada brow mati udah kehendak Tuhan, healah buk ibuk baru mabuk agama gini amat hdeeehhh",2.0,1.0,1.0
"@BossTemlen Pepeknya lagi kampus gw mau melaksanakan KKN offline dimasa PPKM darurat , UGJ nama kampusnya",3.0,3.0,1.0
"Orang2 dah pada vaksin aja, aku harusnya hari ini diundur lg karna badan makin drop malah skrg sesek🥴 https://t.co/t7am646FIc",1.0,3.0,1.0
"@bertanyarl gejala abis vaksin beda2 sih tiap orang, kalo aku kemarin cuma pegel aja tangannya tapi malemnya udh biasa lagi sih. intinya tetep jaga kesehatan, tidur, pola makan sebelum dan sesudah vaksin. jangan lupa tidur dan sarapan dulu sebelum vaksin",1.0,2.0,0.0
Lingkaran covid semakinendekat.... Hati hati.... Jangan lengah.... Semoga kita selalu dilindungi dan terlindungi.... Sudah vaksin koq,3.0,2.0,0.0
"pls dong guys, stop sebar hoax soal covid. PUSING GUYS AKU TIAP HARI HARUS COUNTER ATTACK SEMUAAAA VIDEO HOAX YG DITONTON BAPAKKU 😭😭😭😭",2.0,1.0,1.0
"@KuliDollarEuro1 PSBB rakyat masih dapat bantaun nah ini PPKM mana bantuan nya

#StopMafiaObatAsing
#StopMafiaObatAsing",0.0,1.0,1.0
"@biutiblender Ini maksudnya ngadain acara saat pandemi tanpa memperhatikan protokol kesehatan, ngunu ceritane?",3.0,1.0,1.0
"PPKM iku M e Minggu dadakno, mangkane gampang didowok""no https://t.co/MaK38cuTRK",3.0,4.0,2.0
"@bertanyarl pengen pandemi cepet kelar, pengen kencan, pengen banyak duit ㅠㅠ",3.0,1.0,1.0
"Yang satu ngomong aman terkendali, yang satu ngomong kemungkinan PPKM 6 minggu dan yang satu lagi ngomong kewalahan. Kayaknya emang sengaja dibenturin semua biar bingung",0.0,1.0,1.0
"Kapolsek Bekasi Selatan  Kompol M. Budiyono, S.H., M.M  mendampingi Kompol Kombes Pol. Asep Irfan Rosadi, S.I.K., MPA (Kasubdit Bintibsos Korbinmas Baharkam Polri) dalam rangka peninjauan Posko PPKM Mikro di Posko PPKM Mikro Kelurahan Pekayon Jaya https://t.co/0IbTUv09cM",3.0,3.0,2.0
"@vozcasanova @yusufgunawan @infomalang Winginane aku vaksin yo ngene mas, tapi petugase ngomong gapapa foto selfie, tp jgan ngeshare foto kerumunan..",1.0,1.0,1.0
"-dips! Jadwal vaksin RS Kariadi itu tiap minggu cuman ada 2 hari jadwal vaksinnya atau setiap hari ada ya, atau bahkan gak nentu?",1.0,5.0,2.0
@lyanawimaladevi Kayanya lbh penting bukti vaksin deh drpd surat jalan,3.0,3.0,0.0
"benci bgt sm org2 yg saat ini msh main2 keluar, selama covid gue keluar brg2 yg lama gt paling kerkel anjir. trs skrg msh bnyk yg keluar main2 gjls, definisi anak gaul tp gaada otak",2.0,1.0,1.0
banyak jenazah ketuker nd sini grgr covid 😭😭 sedih bgt,2.0,3.0,1.0
"@103popfmjakarta @diankatroks @davenirvana Hai selamat pagi mimin dan penyiar. Kalo di keadaan pandemi gini sih ngga. Mau request lagu Terlukis Indah - Rizky Febian, Ziva Magnolya. Puterin yaa hehe, thankyou #KopiSusu",3.0,4.0,0.0
"Special price buat yg mau ditatooooo,yukk sambil PPKM #tattoo https://t.co/t8huvxGiCI",3.0,3.0,2.0
"PPKM ..??
Pokok Pasrah Ambi Mlumah 🤣🤣 https://t.co/lFY9hzA92A",3.0,4.0,2.0
"geli bgt covid dikira konspirasi, mana keluarga sendiri",2.0,1.0,1.0
"bicara mitigasi resiko ke rezim di awal pandemi sama dgn bicara teori kuantum dgn anak paud.

sudahkah anda goyang ubur2 pagi ini?",0.0,1.0,1.0
"Jangan pernah menyalahkan rakyat jika suatu saat ada pergerakan rakyat secara nasional PPKM 2 minggu saja rakyat menjerit apa lagi ada wacana untuk di perpanjang 
#camkan_itu_kisanak",0.0,1.0,1.0
