text,context,intent,sentiment
"@salmaafafy Lha ya itu dampak dari wna yg masuk indo, trus covid merebak lagi, perekonomian yg sebelumnya menengah, jadi menengah ke bawah, pih",2,1,2
"Di circle ku 2 keluarga nakes baru aja meninggal. Ini baru hari ini aja.

Semuanya sibuk mikirin diri sendiri di era pandemi. 

Ada yg mikirin betapa berat hidup nakesnya ngga ya? 

Mereka pejuang garis depanmu lo.",2,5,2
"Mari berperan aktif melaksanakan PPKM Darurat !!! Dengan mengurangi bepergian, dan dirumah saja bila tidak ada kepentingan mendesak. #ppkmdarurat #taatppkmdarurat #bersamalawancorona #polrestabanan https://t.co/3RP7RXPSxM",0,2,0
kok deg²an ya mau vaksin yg ke-2 😫 💙,1,0,2
"Pendeta Socrates S. Yoman terperangkap dalam ideologi peninggalan kolonial Belanda
PPKM Lindungi Keluarga https://t.co/hX6gsg6BXe",0,3,2
"Tracing, Baru Putuskan Rantai Penyebaran Covid-19

@divisihumaspolri
#kapoldasulsel
#wakapoldasulsel
#poldasulsel
#polripresisi https://t.co/UNyvg7vwJb",2,3,2
@ketawadah IYAA ANJRIT ORTU GUE AJA BELOM DAPET VAKSIN HSHSHS PADAHAL DAH DAFTAR DARI JUNI,1,1,1
"Umur mmg ditangan Tuhan. Kapan &amp; dimana kita mati, hanya Allah yg tahu. Menggilanya pandemi yg tak sanggup diatasi hingga memakan banyak korban, jangan menyalahkan Tuhan krn dianggap sudah takdir-Nya? Sebelum itu terjadi kita wajib berdoa &amp; berikhtiar agar mendapat takdir terbaik",2,1,0
vaksin dapet bubur kacang ijo ga ya klo dapet mau ikut ah,1,4,2
"Agak miris masih banyak yg ga mau di vaksin, terlebih malah keluarga sendiri :( https://t.co/HaUqUtXIMz",1,1,2
"Rakit _ Babinsa Koramil 15/ Rakit Serda Wahyu Budi S bersama Anggota Polsek Rakit Aipda Supriyanto, melaksanakan Operasi PPKM DARURAT di wilayah kecamatan Rakit.
Senin Malam (12/07/2021) https://t.co/46Wu43cUVS",0,3,2
"KENAPA 99,5 % Nakes Malaysia Kebal Covid-19 setelah Divaksin, Beda dengan Nakes Indonesia

https://t.co/9yVJguFHQu

GURU BESAR FARMASI INI UNGKAP FAKTA KNP NAKES INDONESIA MASIH BANYAK KENA COVID, BEDA DG MALAYSIA.. 

#VaksinasiGotongRoyong #COVID19 #nakes #Sinovac #Moderna",1,3,2
"Simple aje pada aku yang tak mahu amek vaksin ni.... soalan aku..

TAK MAHU PI MEKAH KE WEIII 😔

Tak mau pi umrah, haji ke nanti...",1,1,2
"@prastow ""...tujuannya untuk percepatan vaksinasi."" Dengan kata lain, Kalau mau cepat, bayar! Cara pikir makelar banget.

Kalau mau cepat itu, kerahkan vaksin Sinopharm dan sumber daya Kimia Farma untuk membantu vaksinasi gratis.",1,0,2
"@FKadrun Nah... Knapa opsi Lockdown tdk diambil oleh pemerintah, karena spt inilah diinginkan kaum oposan 

Jadi tahu ya.. Knapa pemerintah selalu cuekin terriakan kalian???",2,1,2
"@simplehonggu Aku ga ngerti si ngaruh ppkm apa bukan, tp 3hari yg lalu adek ku pesen barang juga di Shopee , nah pake sicepat dan udah smpe duluan sedih banget 😭 
Aku dom kalimantan btw peu,",2,1,2
"@feeraakuy Eneg bgt liat bocil twitter sok open minded fafifu wasweswos,, kau kira dunia beserta isinya se-naif anda sayang?
Pernah ga mikir knp ga pakai vaksin dr negara sendiri aja?
Vaksin dr luar, otomatis sample virus yg dipake kan virus dr sono?bukan virus yg udh mutasi smpe ke sini?😂",1,1,1
"Kapolres Tabanan memimpin penyekatan PPKM Darurat di Simpang Adipura Tabanan, mengurangi mobilitas masyarakat untuk menekan angka penyebaran Covid-19. #ppkmdarurat #taatppkmdarurat #bersamalawancorona #polrestabanan https://t.co/YvpgOEP7sv",0,3,2
"Tracing, Baru Putuskan Rantai Penyebaran Covid-19

@divisihumaspolri
#kapoldasulsel
#wakapoldasulsel
#poldasulsel
#polripresisi https://t.co/99LDldTfCx",2,3,2
@A_FionyJKT48 Semoga corona cepat berlalu,2,0,2
"@presidenRI2014 @VeritasArdentur Mungkin disana pajak lebih rendah,tapi biaya hidup jauh lebih tinggi.
 kelas buruh indo kerja disana udah kaya buronan lagi nyamar.😂😂
Mending gw di indonesia dah,biar kata buruh serabutan tapi gw nga dicurigai kayak buronan.
Biarpun dpt vaksin china udah bantu gw nga kena covid",1,0,2
"Sri Mulyani Sebut PPKM Darurat Bakal Diperpanjang hingga 6 Minggu, Ini Sebabnya

#RezimSampah_AntiPribumi 
#RezimSampah_AntiPribumi

https://t.co/zw51DUdqfA",0,3,2
vaksin day!! mager bgt tp sksksksksksk,1,4,2
@detikcom Kirain skenario terburuk ya lockdown trus pemerintah brani jamin ngasih makan rakyatnya selama lockdown...eeeh malah minta bantuan luar negeri...kalo bgtu yg jd presiden mendingan SULE ato PARTO aja deeh,2,1,2
"@helmihelmi dok maaf, yang negerawat pasien covid itu harus dokter spesialis paru ya? saya kira dokter umum ngerawat juga..",2,5,2
"Sch! Ntar kalo PPKM diperpanjang sampe pertengahan agustus gimana nasib anak KSN-P? Apa bakal diundur?😭🙂

✄・・・
🧐 Trivia: Hujan Orografis merupakan hujan yang terjadi di daerah pegunungan.",2,5,2
"@heiiamnana @arman_dhani Alhamdulillah, aku udha vaksin ke 2 smape skrg masih hidup:) yuk vaksin.",1,2,0
"Ini jelas menurunkan imun PNS, sebentar lagi banyak yg mati kena covid dari klaster potong gaji dan THR ini .. semoga Perkiraan saya salah 😔😔😔 https://t.co/4PKUs2MhRO",2,1,2
Yampuuun.. nyamain PCR berbayar dengan Vaksin berbayar. https://t.co/Z4Fc1NUXRA https://t.co/y27HnBCdej,1,1,2
"di rumah sakit pun kalo covid + gabegitu parah gabakal ditindak maksimal, bahkan yang parah pun juga belum tentu dapet kesempatan ditindak:"")",2,1,2
@gxgacc baca baca ppkm mau diperpanjang lagi sampai 6 minggu nder,2,1,2
"PEMASANGAN STIKER HIMBAUAN PENERAPAN PPKM DARURAT

Kapolres Tabanan AKBP Mariochristy P.S. Siregar, S.I.K., M.H., Himbau Para Pemilik Usaha Non Esensial Untuk Patuhi Aturan PPKM Darurat sampai dengan tanggal 20 Juli 2021 yang mengacu pada ( Inmendagri No 18 Thn 2021 https://t.co/r4K4oH7EX3",0,3,2
"Skenario PPKM Darurat 6 Pekan, Pengusaha Makin Pesimis Bisa Bangkit https://t.co/gtfQyswayB",0,3,2
kalo ppkm beneran diperpanjang sampe 6 minggu gatau lagi dah :(,2,1,2
@cihunnnnnnnnnn ohiya ppkm.. untung aja rumahku deket sama masjid jdi tiap sholat ketemu deh hehehehe,2,1,2
Menkes berterimakasih kepada seluruh pihak yang telah mendukung kedatangan hingga pendistribusian vaksin COVID-19 ke seluruh Indonesia #PPKMDaruratPulihkanNKRI https://t.co/FYQhsSw0re,1,3,2
"Gratis Aja Banyak Yang Nggak Mau, Apalagi Bayar...

Negara Jangan Dagang di Tengah Krisis

#RezimSampah_AntiPribumi

 https://t.co/z5EpqCLbgM https://t.co/WjNUxFRFyU",1,1,2
@Sjaechu @Jerry1704 @CNNIndonesia jgn fitnah. kata siapa vaksin sumbangan yg dijual?? di jual merk sinopharm yg gratis sinovac. coba dibuktikan aja. jgn asal koar. Seluruh dunia terapkan vaksin ada yg berbayar tujuannya utk membantu percepatan. kalo ga mau byr msh byk yg gratis tp ya Tunggu rakyat Indo byk!,1,0,2
@Robert_Piliang @f_fathur @NahiMungkar5 @boedak_badoey Vaksin bola-bali wae man @HelloLetterman 🤣🤣,1,4,2
"@evvevvv Wkwk gatau aku klu disini. Cek di ig coba. Tp kalau disini kayanya krna ga trlalu ketat jdnya ppkm nya ga maksimal jg semua tmpat ttup, paling btasan wktu.",2,1,2
@Alaaniahainaala Hahahhaa. Nk jupo bomoh ko cucuk vaksin,1,4,2
"Kemarin Vaksin COVID-19 Tahap ke-21 telah tiba di Bandara Soekarno-Hatta, Tangerang, Banten, pada Senin (12/07/2021) #PPKMDaruratPulihkanNKRI https://t.co/FByPZxKVmx",1,3,2
Selamat pagi PPKM minggu ke-3 https://t.co/DrNr5ZkFkF,2,0,0
"@mahedul Bener kan he, Ya kayak vaksin anak2 kaan ya, mau gratis cuss ke puskesmas.. pengen vaksin tanpa demam dengan merk berbeda ya ke rumah sakit tersedia tinggal bayar.. dari dulu begitu gak ada yang protes 🤔",1,0,2
Persiapan menyambut rencana PPKM 6 minggu.... #BayarKompensasiKarantina https://t.co/zGLnc67v3E,0,3,2
"@asuhan_nemesis @geloraco @diva_acm mau dagang keburu di hujat, gak jadi deh jualan vaksin, kawan-2nya pada tindih-2 an, yg penting, ada kesempatan lagi, gw jualan. Xi Xi Xi Xi Xi https://t.co/NrFUwVaw40",1,1,2
@CNNIndonesia Sudah tahu dari awal pas diberlakukan ppkm pasti bakal ada perpanjang 🤭🤭🤭,2,1,2
"Malaysia Lockdown 3.0, Day 43/46

Apakah pridiktasi anda untuk 2 minggu lagi?",0,5,2
Semua family aku dh dpt appointment vaksin... Aku je tak dpt lagi.. Hukhuk..,1,1,2
"@berlianidris Kira2 penyebabnya? , apa benar opini yg mengatakan peningkatan justru terjadi stlh vaksin?",1,5,2
"Tak Bisa Tunjukkan Sertifikat Vaksin ke Petugas di Balikpapan, Warga Kukar Disuruh Putar Balik - Tribun Kaltim https://t.co/NF7xPcirTK",0,3,2
"Maskeran atau enggak tetep saja bisa kena covid
""Kok aku masih maskeran juga?""
Karena kena covid itu soal nasib
Kalo maskeran soal martabat.",2,1,2
Jogja Akan Siapkan Permakaman Khusus Pasien Covid-19 - Harian Jogja https://t.co/neQl0pS1Q3,0,3,2
"Giat Gerai Vaksin Presisi Berlanjut, Sasar 160 Warga di Perumahan Wika Balikpapan - Tribun Kaltim https://t.co/6RDXLI2KKM",1,3,2
Ribuan Punggawa PLN di Balikpapan Terima Vaksinasi COVID-19 - IDN Times Kalimantan Timur https://t.co/NXujEQd5jk,1,3,2
Pemerintah kembali amankan pasokan vaksin yang diperlukan untuk masyarakat #PPKMDaruratPulihkanNKRI https://t.co/tHmHYbgdtQ,1,3,2
"오빠.
Baiklah saya juga harus menjalankan aktivitas saya. Ok. Ok.😊 

오빠...
Tetap berdoa ya.
Untuk kesehatan saya. 
Dan juga.
Semoga semua pandemi ini cepat dan segera berakhir di seluruh dunia.
Amin. 🙏",2,0,0
Gubernur Jawa Timur meninjau lebih dekat kondisi kontainer yang disiapkan menampung pasien Covid-19,0,3,2
"@Giz4_05 @antros21 @VIVAcoid Screening sblm vaksin itu sudah SOP bu, kalau ga dilakukan bisa kena sanksi. Jd kecil sekali kemungkinan mereka ga screening dulu.

Tp pertanyaannya, saat screening apakah jawabnya jujur? Itu yg masih blm tau..",1,0,2
"@simfoni_swasta Aku dah ikut vaksin, berarti aku gak tolol hahahaaa......😀😀😀",1,0,1
@jayapuraupdate Lah yg ga percaya covid aja masih banyak disini,2,1,2
"@kurawa saya dulu malah mikir baru mau vaksin kalo udah ada yg berbayar. Bkn banyak duit, tp merasa aman aja scr psikologis. Tp skrg udh disuntik Az sih, gratis di Senayan hehe.",1,0,2
"Org di sekitar rumah udah banyak yg positif covid, pelan-pelan juga banyak yg pada meninggal. Tiap harinya pasti ada aja yg meninggal. Tolong jaga kesehatan ya semua!",2,1,0
"H+2 vaksin pertama.. semua normal &amp; semoga aman, Aamiin",1,0,0
@Corona_KafirNw @mohmahfudmd Pak menterinya lagi mabok,2,1,1
"INFO POLRI

PPKM Darurat sesuai Inmendagri Nomor 20 Tahun 2021

Kegiatan seni, budaya, olahraga dan sosial kemasyarakatan (lokasi seni, budaya, sarana olahraga dan kegiatan sosial yang dapat menimbulkan keramaian dan kerumunan) ditutup sementara. https://t.co/P75kBR5MGh",0,3,2
"@sherinasinna dri uang, penyebaran covid yg gak keliatan bisa jadi dri transaksi uang..,",2,0,2
@hhourlychan Sklh buat vaksin plus mpls onlen,1,1,2
"Kenapa ek org tanya ‘sakit tak vaksin?’ 

Like korang tak pernah kena cucuk ke?😅😅😅",1,5,2
"@unnesmenfess aamiin, semoga keluarga kamu selalu diberikan kesehatan yaa dan semoga kondisinya semakin membaik. aku juga berharap pandemi bisa cepet berlalu:) cepet cepet membaik semuanya🥺❤️❤️",2,0,0
"""saya tau kenapa bapak bisa setega itu pada kami rakyat kecil yg mencari makan dengan berdagang, karena bapak mendapat gaji bulanan, sedang kami bahkan untuk makan besok aja masih harus banting tulang,siapa yg akan kasih makan anak istri kami?""

PPKM darurat",2,1,2
"Berdasarkan rilis data dari Gugus Tugas Penanganan Covid-19 Kabupaten Kulon Progo per 12 Juli 2021 terdapat penambahan kasus sebanyak 243 orang positif, dan 4 orang meninggal dunia.

selengkapnya https://t.co/CwEgtXNN0H",0,3,2
"@richiiii_rich @txtdrpemerintah ya tapi rakyat dah capek 😅 sejak pandemi blm masuk Indonesia juga dah byk yg ngasih masukan gua rasa, tapi kek tutup kuping seakan akan ada maksud terselubung hiya hiya",2,1,2
"Selamatkan Koperasi dari Hantaman Pandemi

https://t.co/B6uyEH8RM7",2,1,2
"Hari ini jadwal mama vaksin, besok bapa. Semoga tensinya normal yaAllah, aamiin.",1,0,0
"Kapolres Tabanan memimpin penyekatan PPKM Darurat di Simpang Adipura Tabanan, mengurangi mobilitas masyarakat untuk menekan angka penyebaran Covid-19. #ppkmdarurat #taatppkmdarurat #bersamalawancorona #polrestabanan https://t.co/FlM9kT8ZeI",0,3,2
"@schfess gila ya osis di th corona ga da harga dirinya lagi emg, adkel yg modelan begini ni pasti yg nanti masuk sok sok polos padahal lagi caper yg berproses",2,1,2
@msaid_didu Begitulah rencana semula tapi kemudian seolah diralat oleh Presiden RI yg katanya vaksin semua gratis. Lalu spt biasa berbalik lagi 😋🤗,1,1,2
"Selalu bisa memanfaatkan kesempatan.
Sebagian Vaksin Covid19 Sinopharm Hibah dari UEA yang dijual Kimia Farma

https://t.co/Bf2aKGI9Kq",1,3,2
@mbooonnn PPKM: Pagi Pagi Ku Mengsedih,3,4,2
"Tanya sikit gais, nak hantar isteri amik vaksin kena amik surat dari balai ke?",1,5,2
"Kalian yang rebutan antre vaksin tanpa jaga jarak, aku yang malu🙈 Yaudah, aku ngalah aja gapapa. Yang masih waras ngalah pokoknya😼",1,1,2
"Indonesia Disebut Penjajah, Pemerhati Isu Strategis Buka Suara: Itu Memutarbalikan Sejarah
https://t.co/UUFZxxgLRH

PPKM Lindungi Keluarga",3,4,2
"@emernity makasih aya, udah vaksin belom?",1,5,2
"Ppkm mikro hrusnya enggak bikin bnyak “korban” untuk rakyat indonesia bagi wilayah yg menerapkan ppkm. Tp kembali lagi, anggaran yang ada siap gak untuk rakyat? Berkaca lagi, negara tetangga defisit krna anggran negara dipakai untuk rakyat jd gak sengsra amad.",2,0,2
"Komisi I Dukung TNI-Polri Tambah Pasukan Berantas KKB di Papua
https://t.co/eWeHgFPfZt
PPKM Lindungi Keluarga",0,3,2
"@kinoe09 Kerja kan banyak,kerja di toko kek kalau emang butuh pekerjaan tuk saat ini,kerja kecil kecilan dulu pandemi banyak pengurangangan karyawan boro boro nerima karyawan jgm gengsian menyambung hidup itu susah walau ga bisa memberikan sama ortu,setidaknya ga jadi beban mereka lagi.",2,1,2
"Penerima Bansos Tunai Dapat 'Bonus' Beras saat PPKM Darurat
https://t.co/0JjVVqbhDC

PPKM Lindungi Keluarga",0,3,2
Ppkm = pelan pelan kena mental,3,4,2
ppkm bukannya ngajak ngirit tapi malah ngajak boros -_-,3,1,2
"Balik sekitar tahun 2014...saat saya search ""gotong royong"" maka berita yang keluar adalah kerja gotong royong di kampung2  malaysia. Alhamdulillah  juli 2021 sudah di Indonesia..walau berupa vaksin.",1,0,0
kalian udah vaksin?,1,5,2
"@boynakedmlg Selama PPKM, tetap buka ya?",3,4,2
Lahhh mo vaksin aja ribet banget 😢 ntar kelamaan harus bayar 😏 duh pemerintah pemerintah 😶,1,1,2
idieee keren bgt ika bangun pagi untuk vaksin,1,0,2
"Ameer dah cucuk vaksin, kau tunggula aku sat lagi pun cucuk gak 🥴",1,1,2
"@SoundOfYogi Bapak saya kemarin juga positif, kebetulan juga habis vaksin, selama isolasi ga ada keluhan yg berarti. Cuma kurang nafsu makan gara2 ga bisa cium bau makanan, kalau makan harus pake yg kuah, dan hebatnya kmrn waktu positif sempet2nya ngerokok. Sekarang udh bisa sehat dan kerja",1,1,2
"Makanya, akhir-akhir ini saya sering unggah screenshot dari Faheem Younus di status Whatsapp dan juga beberapa grafik dan data tentang COVID.

Walaupun, unggahan urang yang sering dituduh 'hoax' sama anggota keluarga, ya karena informasi yang mereka share sudah 'berantakan'",2,1,2
"Fahri Hamzah: Indonesia harus susun ide pemberantasan korupsi sistemik
https://t.co/6ttnrlOdFV

PPKM Lindungi Keluarga",0,3,2
"Ketua MPR Dukung TNI-Polri Turunkan Pasukan Elite untuk Berantas KKB Papua
https://t.co/JVDxkRt20T
PPKM Lindungi Keluarga",0,3,2
"@bskr_ Makes sense. Meskipun, rasanya sih dari 800T anggaran penanganan pandemi, agak aneh kalau belum nge-cover insentif untuk vaksinator, IMO.",1,0,2
"@pusposuciati Sudah dicoba begitu mbak dr vaksin tahap I utk nakes, hanya berhasil di beberapa org, yg lain sistemnya fail. Jadi balik manual lagi 🙂",1,1,2
"@Catatan_ali7 Itu yg bkin kita ga prcya dgn pnanganam covid

Yg pdgang2 kcil udah ky maling ditrtibin

Kwasan2 elit bebas2 aj",2,1,2
Kapolres Tabanan memimpin Bakti sosial menyalurkan paket sembako berupa beras kemasan peduli Covid-19 kepada masyarakat yang terpapar Covid-19 yang menjalani isolasi mandiri dirumahnya masing-masing. #ppkmdarurat #taatppkmdarurat #bersamalawancorona #polrestabanan https://t.co/XQ1Rqb7Ooq,0,3,2
Gw percaya ada corona tapi virus itu hilang pas pilkada. Kalo hari raya umat islam biasanya dibanyakin.,2,1,2
@salman_hidayah @setkabgoid @KemenkesRI banyak yg senasib.. vaksin hanya di kota2,1,1,2
dr Lois tengah diproses MKEK untuk dimintakan klarifikasi. Ketua Satgas IDI menegaskan pernyataan dr Lois juga tak mewakili IDI. https://t.co/asR6DiudzY,2,3,2
@txtdrcringe Ya ga sehat tuh PPKM eh mlh korupsi. Apalagi korupsi dana bansos,2,1,2
"Blak-blakan, Luhut Pandjaitan Bongkar Mafia Obat Tidak Suka Dengan Hal Ini
https://t.co/vsh4m0hcBX

PPKM Lindungi Keluarga",0,3,2
Vaksin ga ada yg bisa diminum kaya sirup aja gitu,1,5,2
@priacirebon ppkm koh,3,4,2
@jokowi Ga ada covid pak.,3,4,2
@geloraco Peraturan Menteri nya diubah dulu kalo mau jual vaksin gaess... Jadi matching gito 😆,1,0,2
"Soal Vonis Habib Rizieq, Ferdinand Hutahaean: Saya Pikir Tuduhan Itu Tidak Tepat.
https://t.co/1qU7eudoRv

PPKM Lindungi Keluarga",3,4,2
"@LuhutBinsarFans @jokowi Sudah 2 tahun covid ada di indonesia, yang  dicari pertama harusnya  obatnya, bukan memikirkan oksigen dll. Ada banyak kampus top, ahli virus dll tapi kebanyakan  omong kosong kritik sana  sini tanpa solusi.",2,0,2
"Sedih bgt baca rep nya ini bukti kalo covid beneran ada, tp msh aja ada org bodoh di luar sana yg gk percaya🤦🏻‍♀️ https://t.co/QfgTTl5N8H",2,1,2
"GRJ dan Pemuda Pancasila Jember Unras Dukung TNI-Polri Berantas KKB di Papua
https://t.co/0JYQTWjeCC
PPKM Lindungi Keluarga",3,3,2
"@DoriaPutriAnny Yg menyedihkan, di berita penangkapan org itu, reply ny pada ngebelain hoax nya. Ya Allah kapan ini beresnya pandemi kalau pada denial 😭",2,1,2
"Gubernur Papua Diduga Korupsi Dana Otsus, Netizen Super Geram: Koruptor Harus Ditindak Tegas, Tangkap Lukas Enembe! https://t.co/YtePIWtWMS

PPKM Lindungi Keluarga",3,3,2
"Tidak berhenti di sini, di bulan Januari pemerintah NKRl ingin memprioritaskan pemberian vaksin utk usia produktif ketimbang lansia yg lebih rentan

Strategi yg berbeda dibanding negara lain

Alasannya antara lain, agar mereka bisa beraktivitas ekonomi

https://t.co/vkZiMZr5r5",1,3,2
"@sylvkartika @candyjkt @JSCLab @DKIJakarta bs cek dulu kuota vaksin yg ada tiap lokasi di JAKI, jd pas milih langsung beres krn yg dipilih yg msh tersedia kuotanya mantap @JSCLab",1,2,2
"@AndroidDev77 @SAPAR752 @RachlanNashidik kritik boleh taat ttp wajib... apa km sdh taat prokes, VAKSIN dan aturan PPKM?",2,5,2
Semoga ppkm ini segera berakhirrrr huhu,2,1,2
"Komisi I Dukung TNI-Polri Tambah Pasukan Berantas KKB di Papua
https://t.co/yMVruQIh9C

PPKM Lindungi Keluarga",3,3,2
denger cerita @osellangg jd pgn vaksin bgtttt:(,1,1,2
@SoundOfYogi Ibunya udh berapa kali vaksin kak? Aku baru 1x,1,5,2
"Anggota DPR: Aksi kekerasan KKB merupakan pelanggaran HAM
https://t.co/KgLwT5FJDq

PPKM Lindungi Keluarga",3,3,2
"Kemaren pt kena sidak ppkm, skrg peraturannya makin ketat. Jadi riweuuhhh yaAllah 😭",0,1,2
vaksin dulu deh,1,4,2
Udah vaksin belom ?,1,5,2
"Tolonglah ituuu pikirannya dibawa. Kondisi lagi begini. Bener"" sinitizer kmana mana. Malah bokap buka teras buat masak hajatan tetangga. gak masalah kalau kondisinya gak covid gini. Anak istrinya menghindar dr kerumunan. Dia malah ngumpulin orang. Hoax mana lagi yg abs dy denger",2,1,2
"@jeongjaehyunb Selama setahun ini saya beli buku2 persiapan utbk pakai uang sendiri karena takut ngerepotin orang tua, soalnya keluarga saya termasuk keluarga yang terkena dampak covid. Tapi tabungan saya gak banyak dan udah habis juga buat beli2 buku yang lain.",2,1,2
"PPKM di perpanjang SD 6 minggu ke depan ( 3 sd 20 juli lanjut 21 juli sd 30 agustus 2021 ) waow , Trus Rakyat carik makannya gimana ? Semua jalan kalian Tutup semua? Emang cicilan Kendaraan rumah sekolah dll @KemenkeuRI kau yg bayar? Mikir , focus aja tangani yg sakit dan vaksin https://t.co/unMrT4wWfZ",1,1,2
"Penjilat, yg bilang covid terkendali https://t.co/GMLgh4RTEj",2,1,2
Gubsu Minta Partisipasi Semua Kabupaten dan Kota Sukseskan PPKM Darurat https://t.co/KMP6WLVpQc,0,3,2
"@Daeng_Info @SupirPete2 Bisami nnti mungkin ketahuan, karna sekarang sdh ada covid hunter yg mendata dri rumah ke rumah. Tp tdk tau apa bisa terdata ato tidak.",2,1,2
"@SoundOfYogi Tp ada kawan cerita semua kenalan dia yg meninggal sdh vaksin. Jd kasus ibu anda bukan pijakan yg solid. Mesti melihat dan meninjau kasus2 lain. Ini contoh lain jg 👇
https://t.co/myTWtEBp9i",1,0,2
"100 Hari Jelang Pembukaan, Tokoh Papua Dukung dan Sambut PON XX Papua
https://t.co/FCmf2ABnof

PPKM Lindungi Keluarga",3,4,2
"@Sang_Tadulako @tirta_hudhi Itu hanya OPSI, dibaca lagi opsi atau pilihan. Contoh, sekarang banyak vaksin gratis dengan syarat WNI dan bawa KTP. Nah buat WNA yg gak bisa pulang ke negara asalnya gimana.. Yaa bayar. Contoh ke2, orng yg gak mau antri bejubel sama orng yg antri vaksin gratis, ya byar. Why not?",1,0,2
"@Raefidyan2 @tunggalp @agussari Mjb kak, caranya bisa daftar vaksin di unimus semarang gimana ya?",1,5,2
"@AimanJudakusum1 @OssyDermawan Sebelum pandemi kinerjanya juga sudah buruk kok
jangan terlalu banyak berlindung dg pandemi",2,1,2
A good news to read dipagi harini. Selain perkhabaran vaksin sinovac ok utk masuk ke umrah.,1,0,0
PPKM Lindungi Keluarga dan Otsus lindungi hak-hak orang asli Papua (OAP) https://t.co/BhcJNdNyWb,0,3,2
Covid awas lu ya,3,4,2
"@RachlanNashidik Makanya lu kerja bantu negri ini lekas bebas dr pandemi.

Kader @PDemokrat kebanyakan ngebacot doang sih.

2024 ---&gt; 0.0%",2,1,0
"Mahasiswa dan Ibu2 PKK diminta jokowi jadi Relawan Covid, sedangkan Relawan jokowi diminta jadi Komisaris

Enak di elu ga enak di gue",0,1,2
"Akademisi dan pengusaha nilai PPKM Darurat sudah tepat
https://t.co/kbTSSxFfmn

PPKM Lindungi Keluarga",0,3,2
Orang orang terdekat mulai pergi gara covid asuu,2,1,2
Gubsu Minta Partisipasi Semua Kabupaten dan Kota Sukseskan PPKM Darurat https://t.co/m9XjRow46g,0,3,2
"pak @jokowi @mohmahfudmd @AliNgabalin1 dan circlenya kpn mau mulaik?

momen yg pas kek president Turki, Meksiko, KorSel, Singapore yg sumbangin gajinya utk warga dikala pandemi ini https://t.co/rscEQg2M1j",2,1,2
"Sosiolog UNAIR: PPKM Darurat Sudah Tepat
https://t.co/Jo2ziD0OUc

PPKM Lindungi Keluarga",0,0,2
"@RachlanNashidik Mungkin Nashidik lagi marah sama gubernur DKI ya , karena selama ini hanya banyak mengolah kata kata . 
Pak sesekali berbuat baik yg bermanfaat , paling tidak bantu gimana caranya agar pandemi ini segera berakhir bukan hanya bangun narasi hasutan .
Dg tidak memprovokasi",2,1,0
@tirta_hudhi Iya dok Gimna Indonesia mau bebas dari corona di atur susah udah gitu suka nyalahin pemerintah ntar klo dah kena baru sadar hadeeh,2,1,2
