text,context,intent,sentiment
"Setuju 👍. 
Berhentikan saja Kepala daerah yg membangkang terhadap aturan yg sudah di putuskan terkait Pandemi Covid 19 ini. Apalagi a presiden sudah memutuskan untuk memberlakukan PPKM guna menelan lonjakan kasus Positive di Jawa dan Bali. 

#BahuMembahuAtasiPandemi https://t.co/1p1ZEFARtO",2,0,0
PPKM darurat artinya adalah Pembunuhan Pelan2 Kepada Masyarakat.untuk itu mari serukan lawan pemerintah sebelum semua pribumi dimusnahkan dan di singkirkan.karena itu pasti akan terjadi jika tdk segera bangkit,2,0,2
Pagi ku dapat notifications vaksin😂,1,4,2
Produksi vaksin Covid -19 setiap bulannya telah mencapai 12 juta dosis #PPKMDaruratSolusiJitu https://t.co/hCHpoa5Lwo,1,3,0
@apakataguaalah ppkm jd ga weekend,2,1,2
"Yang datang &amp; tak ingat orang lain yang susah, tolong lah kau, laki/bini kau, mak/bapak kau, anak-anak kau, atuk/nenek kau, semua generasi kau mati sebab Covid-19. Ye, kalau aku dekat depan muka kau pun aku akan cakap benda sama dengan lantang &amp; jelas, Anak Babi. Sekian. https://t.co/NDAzFZPFIW",2,1,1
@drpriono1 @KemenBUMN Kendalikan bisnis pandemi,3,2,0
Kerajaan mesti tegas dan telus. Heret syarikat ini dan kenakan seberat2 hukuman kerana hanya pentingkan keuntungan dan mengabaikan kesihatan dan keselamatan masyarakat.           51 pekerja asing positif Covid-19 dibawa masuk ke Melaka - Utusan Digital https://t.co/PyOlD6dL5J,2,1,1
"@Umar_Chelsea_75 @dr_koko28 Bahaya Bang, pada reuni dan kenalan malah mereka.. apalagi mereknya beda.. repot entar malah.. wkwkwk kena PPKM tuh pada kalau sedang reuni.",2,1,1
Kataku pada Covid! https://t.co/ZtvYXlK1MR,3,4,2
"@eg_nrs Ayo gotong royong melawan pandemi 
Indonesia 🇮🇩 BISA !  ❤️❤️❤️",2,0,0
"@Ronnyrahman9 @susipudjiastuti Melihat polanya tdk akn selesai. Dan kita di buat percobaan yg namanya vaksin. 
Selanjutnya akn di buat vaksin. 
Keluar sertifikat buat urusan2, yg tdk vaksin bakal di persulit. 
Lama2 akn di pasang chip sbagai kontrol. 
Dan akhirnya apa kita mau jadi kambing congek yg diprmainkn",2,0,1
"@idnkeras Money, job, dan kebebasan bernapas tanpa takut corona",3,1,2
"@JebulMania291 Kmna org"" ini,kok gk jdi duta covid lgi, pdhl skrg lgi gawat"" nya",3,1,1
@detikcom Dari awal pandemi yang jadi Pioner harusnya Ulama dan Ahli Kesehatan. Bukan Artis atau influizer...,0,2,1
"@tirta_hudhi Cm belum kena aja dok mereka... Real kenyataan pakdheku dari awal pandemi bilang ga percaya covid, pasrah, gapernah pake masker dan akhirnya kejadian juga batuk batuk, pusing dan semalem bilang sesek tapi tetep gamau di swab",2,1,1
"PPKM Darurat Langkah Tepat Tekan Kasus Penularan Covid-19

PPKM Sudah Tepat https://t.co/Y4EvoXeBc6",0,0,0
"Hello Transjakarta @PT_Transjakarta

Apakah Naik Busway Pake Antigen Dan Kartu Vaksin juga...?

@DKIJakarta

Terima Kasih",1,5,0
Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir memastikan ketersediaan vaksin Covid-19 #PPKMDaruratSolusiJitu https://t.co/WyK0uRDaCM,1,3,0
"@onealif91 @hanafie_soliman @shrlnzmm hadap laptop sakit otak? sebab lockdown ni, 2 bulan income aku kosong. nak bagi makan isteri, anak 2 orang, mak ayah yang aku full tanggung makan minum rumah dan segala nya sebab dorang dah bertahun tak kerja. adik yang masih student. dan kau boleh rasa hadap laptop penat. fikir.",2,1,1
"@Brigade01Hulu @PutraWadapi Emang enak abis sepedaan bergaya seperti itu, cuma keadaan katanya lagi PPKM darurat, Napa gak sepedaan diwilayah kantor aja mpe klenger, setelah cape mau rebahan istirahat gaya apapun suka 2 loe",2,1,1
Pengen kolak pagi2 gini tp dmna yg jual? Mana lockdown lagi 😭,3,4,2
Stok vaksin Covid-19 yang sudah tersedia sudah mencapai 105 juta dosis hingga saat ini #PPKMDaruratSolusiJitu https://t.co/0Jy2IENeMF,1,3,0
"@FerdinandHaean3 Ayo yg py uang ttp nggak mau desak2an monggo sgr vaksin, herb community sgr tercapai",1,2,0
@ArnoldPoernomo Ppkm nold,3,4,2
Vaksinasi gotong royong 'berbayar' kini bisa diakses secara individu di Kimia Farma. Tapi tidak berarti bisa beli sendiri untuk 'booster' alias dosis ketiga. https://t.co/48pKwLi692,1,3,0
Tapi kalau gk vaksin bisa sulit urusan dunia dan akhirat kak https://t.co/9vC1ZhbJpF,1,1,0
"Menko Airlangga Minta Gubernur Keluarkan Dana Ikut Tangani Covid-19

 #Sindonews #BukanBeritaBiasa .https://t.co/84iKArElJA",1,3,0
@Dwynna_Win mohon maar nih ka saya juga ga suka sama yang ga taat prokes tapi ya jangan sampe di sumpahin kena covid juga kali ka;(,2,1,2
"@giorgiobanget @kyai_ambleg Agak gk mudeng seng kui..
Maksute vaksin ne podho tapi namane di-arab2-in apa vaksin ne abal2 ?",1,1,1
"@DPablo29136515 @kompascom lah udah ada pestanya bebas masker kok lo bilang bukan agus. dia memang ga ada jawab kok, cuma edukasi doang. masalah dimana kalau dia edukasi orang masalah covid",3,4,2
Bnyak bantjan khusus ubtuk iskman n covid tolkng yg sehat jg diri dan jg klakuan jgn memnafaatkn pandemi untjk kbtuhan sdri.,2,1,2
"@eg_nrs Ayo gotong royong melawan pandemi, Indonesia 🇮🇩 BISA",2,0,0
sejak corona gatau knp pertetanggaan ga seseru sebelumnya.,2,1,2
"@AlfatihCh Siap bro, semoga lancar ya vaksin dan ""marketingnya"" 😬",1,1,1
Menteri BUMN Erick Thohir akan memastikan bahwa ketersediaan vaksin Covid-19 dan juga vaksin lainnya #PPKMDaruratSolusiJitu https://t.co/vhhJvng7dD,0,3,0
"Kalo masuk wisma atlet apa iya bakalan menjadi atlet dadakan,terus bakalan masuk cabang olahraga covid-19",3,4,2
"Masih banyak yg bilang covid hoax, mereka belum merasakan akibat kena covid...sakit cuukkkkk",2,1,2
"@siregar_najeges Aamiin ya robbalalamin 🤲
....
(Ada nggak ya vaksin yang berefek muda kembali)
Selamat pagi &amp; selamat beraktifitas 🙏🙏🙏",1,4,2
"@o7991H4 Sad to see this happening. Gais during long pkp, if ur in continous sedih,stress n slalu pening kepala,degup jantung irregular off n on or dh kerap.pls get blood test, check ur bp and cholesterol. bila covid/pkp lama2 ni risiko stroke,serangan jantung dh xkira tua or muda",2,2,0
@zillaaan_ corona lagi lu?,3,5,2
Pada akhirnya negara luar melakukan PPKM terhadap WNI.,0,1,1
"@musaKSQ Hallo ini ada tindakan bullying terhadap pederita covid kalian jangan diam aja, tangkap pelakunya. @DivHumas_Polri @DinsosDKI1 @kpp_pa @KPAI_official @KemensosRI @Kemenkumham_RI @DKIJakarta @aniesbaswedan",2,2,0
Anggota Polsek pracimantoro sampaikan himbauan PPKM darurat di SPBU pracimantoro https://t.co/3UgncKi4lF,0,3,0
"Malang mulai ramai ""sampah visual"". Mungkin akan menyusul gambar calon lain.  Bentar lagi mau pemilihan walikota sepertinya.  Urusan Corona minggir dulu ya?  😀😀😀😀😀 https://t.co/n4Y7GPxVt2",2,1,2
"@YaqutCQoumas Aamiin...YaRobbalalaamiin...
Semoga Allah Ridlo,&amp; segera mengangkat Wabah Covid dr Negara Kita tercinta Indonesia...",2,0,0
"@afthalana @Mark18Strech @detikcom Vaksin covid hanya 2x pak dan ttp gratis.
Banyak yg sudah vaksin 2x 
Saya juga nunggu waktu suntik vaksin dan itu ttp gratis",1,0,0
@diazshuib Kalau ada keluarga dia kena covid mesti dia jaga kt rumah kan? Pastu kalau sesak nafas dia guna apa wey? Cpr boleh cover kaa? 🤣,2,5,1
@PutraWadapi Apakah dengan nggelandang gitu bisa menaikkan taraf ekonomi rakyat byk dan menurunkan kasus covid??,2,5,1
"@banyakduiiiitt @maestrosugi @ch_perdana @kumparan iya, risiko dari vaksin gratis ya harus antre kan? aku juga ngantre dari abis subuh biar dapet antrean. karena aku ga mampu bayar makanya aku rela ngantre :)",1,1,2
"@eg_nrs Ayo gotong royong melawan pandemi 
Indonesia 🇮🇩 BISA !  ❤️❤️❤️",3,0,0
@mnerokok lagi ppkm jalur kahyangan ikutan tutup bangg,0,3,0
PPKM : Pelan Pelan Kena Mem**,3,4,1
@nety_rusi @tatakujiyati @aniesbaswedan Jkw ssdh umumkan ppkm darurat jawa-bali malah ke kendari 😂😂😂,2,4,1
"@anasanti_mila Oooohhhhh baru paham gw knp banyak yg ngomong rs covid in org spy dpt duit,  dll,  ternyata ini toh panutannya.  Pantas aja sih sama2 ga bisa diksh tau,  sama2 gila",2,1,1
"Batuud berserta 2 orang anggota Koramil Pedan Kodim 0723/Klaten melaksanakan kegiatan Patroli Penegakan PPKM Darurat Di Wilayah Kecamatan Pedan.
#Kodim0723Klaten
#Korem074Wrt
#KodamIVDiponegoro https://t.co/TrtfkMmPn8",0,3,0
@Maguii_seye Iow thi covid you yag yeu ngua narone bok !,3,4,2
"PPKM Darurat, Pemerintah akan Salurkan Bantuan Beras untuk 20 Juta Orang
https://t.co/6NweYBkHqW
PPKM Sudah Tepat",0,3,0
"checkoutnya besok siang njeh mas
ppkm dan ngadem di #jogja kota
klo ada yg mau nyamperin dm mawon 

#ayamkampusjogja #bojogja
#mahasiswajogja #mahasiswijogja
#jilbobjogja #cewekjogja 
#cewekkosjogja #cewekuny
#hijaberjogja #cewekugm 
#cewekuin no #vcsbugil
ngikut tag #wuhankontol https://t.co/h9Qar4roDZ",3,4,0
Vaksin Gotong royong tiba² udah dijual tanpa ada tahapan yg jelas 🤦🏻‍♂️ https://t.co/VRdQJFVvQ0,1,4,1
"Pernyataannya banyak yg aneh. Saya rasa netijen jg bisa menilai sih, gak perlu pake ilmu kedokteran jg. Gaperlu jg lah soal covid, soal penyakit biasa aja obat2annya ngawur bgt. Td saya baca ada anak demam, ditembak obat molagit lgsg 10 tablet coba (obat mencret). 😓😓 https://t.co/IdGtLc195R",3,1,1
Syok pulak tengok kwn2 di melaka dh ramai update dah dpt tarikh utk vaksin. Kami kat perak ni lembab weii.,1,1,2
"PPKM Sudah Tepat
https://t.co/Hu9ojUxWFZ

Usut tuntas Kasus Korupsi Lukas Enembe",0,0,0
Kayaknya kurang bijak udah jualan vaksin apapun alasannya disaat banyak warga negara masih belum terima dosis pertama https://t.co/MUcfBiLsav,1,0,0
"@juneczaci Bukannya kalau udah vaksin 1, ga blh vaksin yg lainnya ya?, blh emang campur2 vaksin?",1,5,2
"Suasana memang Pandemi Covid 19 
Tetapi Olimpiade scheadulle agenda olahraga dunia. 
https://t.co/yAT26YHiMi",3,4,2
"@windyprimarta Alhamdulilah wis vaksin pertama wingi win
Entok sing sinovac
Koe piye ?",1,4,0
"Udah masuk ke salah satu pertanyaan penting kalo nyari pasangan hidup, gimana cara dia nanggepin pandemi. Tinggal formulanya aja kudu dicari biar gak asal jawab eh gataunya cuma manis di mulut saja https://t.co/Op0DHrNoES",3,4,2
"PPKM Darurat Segera Berlaku di Medan, Usaha Kuliner Tawarkan Promo untuk Pembelian Lewat Ojek Online - Tribun Medan https://t.co/T7gjct068S",0,3,0
Balikpapan dan Dua Daerah di Kaltim Siap Terapkan PPKM Darurat - https://t.co/R90SeoOGiz - https://t.co/YOyDPAbsJP https://t.co/sfUZhwntkT,0,3,0
"Cegah Penyebaran COVID-19, Jalan Di Kecamatan Kota Disemprot Disinfektan

https://t.co/DcQtsY7hPn https://t.co/ZDSQwzts3W",0,3,0
"Pandemi covid belum juga berakhir, namun keganasannya semakin menjadi-jadi karena mutasinya yang begitu cepat. Kondisi ini membuat beberapa penjabat memberi himbauan kepada masyarakat diantaranya doa bersama. 
https://t.co/GPrCIHi3VW https://t.co/pDNOGeP7mh",0,3,0
"Sidak, Emil Masih Temukan Perusahaan Bandel tak Patuhi PPKM https://t.co/6WRiX1Qbui",2,1,0
4 Fakta Syarat Terbaru Naik Pesawat Selama PPKM Darurat https://t.co/YVAIJzTgMo https://t.co/FCmzStSpXY,3,4,2
4 Fakta Syarat Terbaru Naik Pesawat Selama PPKM Darurat https://t.co/hJ4jT2z8Wa https://t.co/ls8evW8gh4,3,4,2
Ciri2 tipes ngga ada sekarang mesti dipikir ciri2 covid,3,1,2
4 Fakta Syarat Terbaru Naik Pesawat Selama PPKM Darurat https://t.co/jYweAvKacf https://t.co/otKmIbE8IY,3,4,2
"Doakan Wabah Covid-19 Segera Berlalu, NU Balikpapan Gelar Doa Bersama Secara Virtual Malam Ini | https://t.co/Qsynp6Y4dX - Koran Kaltim https://t.co/NlWGWQnvr3",2,3,0
"Kasus Covid Melonjak di Samarinda, 3 Kecamatan Status Zona Merah, Rumah Sakit Kelebihan Kapasitas - Tribun Kaltim https://t.co/poxqM1615g",2,3,0
Alhamdulillah. Hari pertama di bulan Dzulhijjah. Semoga semua doa-doa baik yang kita panjatkan bisa di jabbah Allah swt. Dan pandemi covid ini cepat berakhir. AAMINN (paling kenceng)!!✨🤲🏻,3,4,0
@Yuniyatikhomsa1 @detikcom Udah praktekin pas kena covid gitu ?,3,4,2
"@nashirefendi Naaaah bener, kalo belum divaksinasi, setidaknya ada keinginan untuk divaksin, karena untuk dapet jatah vaksin tu agak sulit, sebab kebanyakan rumah sakit masih prioritas lansia",1,2,0
Sampai mampus lah takdapat vaksin.,1,1,1
@helloitsyudhit kurang kerjaan bgt mau mengcovidkan orang sementara pasien covid udh byk bgt. yg ngerasa dicovidkan pede bgt,2,1,1
"@elfridaritonang Iya yah, abis itu PPKM ngerinya diperpanjang.. Udah dah stay di rumah teyuss 😂",2,1,2
"@rishakim_ @CRAVITY_twt @CRAVITYstarship kan lagi ppkm, abis selesai ppkm langsung meet lah~",2,2,0
"@jembermfs Dikabarin harus vaksin sejam sebelum vaksin, mana gak siapin apa apa malem juga begadang tapi untungnya udah sarapan. Dan alhamdulillah gak ada efek samping di aku gak lemes gak laperan, gak demam, cuma nyeri bekas suntikan.",1,0,0
Pangkep_Babinsa Koramil 1421-05/Ma'rang (Serka Sulkarnaim) bersama KKN Tematik Covid-19 UMI Makkasar dan Relawan Covid-19 Desa Tamangapa Kec. Ma'rang Melaksanakan penyemprotan disinfektan di tempat tempat umum dan sarana ibadah Guna memutus mata rantai penyebaran Virus Corona. https://t.co/xLzV6PPgZQ,0,3,0
"Aku nda tau susunan instruksi tun itu seperti apa, soale setau aku di uu ppp nda ada, jadi aku samain aja pake istilah ""konsiderans"". Nah, di bagian itu, instruksi mendagri soal ppkm darurat diberlakukan berdasarkan arahan Presiden, bukan berdasarkan amanat uu kk 🙄",0,1,2
"Jakarta yg sudah hampir separuh penduduknya terinfeksi dan cakupan vaksin sangat tinggi aja sulit mencapai herd immunity. Kita jg hadapi mutasi dan kemungkinan perlu booster vaksin. Tp dlm situasi sekarang prirotaskan vaksin utk semua, jangan cari rente. https://t.co/jzSaXlZLtx",2,2,0
@JSCLab Anak sy sdh divaksin 1 2 hari yg lalu. Saat sy mau cek sertifikat vaksin pertamanya knp blm ada ya?,1,5,2
@Mhdlma @simbolonmarudu1 @msaid_didu Sekarang rakyat disuruh serius ngadepi Covid-19 diawal muncul c19 loo pada ngelawak seolah rakyat disuruh jangan percaya! Dasar Bangke!,2,1,1
@LsOwien Tolong jelaskan keterkaitan nya https://t.co/DCI3UoOp25,3,4,2
"@kompascom ""hrs bayar biaya pemakaman 4jt krn korban covid yg non muslim tidak ditanggung pemerintah""... kl bener pelaku pernah ngomong gini, otak pelakunya emang bener2 isinya sampah. tolong lgsg pecat ajalah @PemkotBandung  @ridwankamil",2,1,1
sheesh maybe i should amik mc after vaksin harini tengok member2 yg dah go semua kecundang,1,1,1
Kita berdoa lagi agar Covid segera berlalu🙏🙏🙏 https://t.co/y4FE2I804h,2,0,0
"tak tahulah kesan vaksin ke apa, asyik tidur je semalam, tidur pulak begitu nyenyak sekali 😌

harini kena pulun lah assignment since semalam tidur bukan main 😂",1,4,2
"@Kita_AMLTF JAGA INDONESIA
PATUHI PROKES
Mari bantu Nakes &amp; pemerintah keluar dr pandemi covid19 ini man teman

@mb4kputr1
@AgungSetiyadi13
@abi_sasaLL 
@luckysy4naz
@Purwaningrum12 
@nuansabening28
@abikyu007 
@Abbieaja_
@TogogNdugal
@kenhans03",0,2,0
@sundaywalks_ Kalo sama yang belum di vaksin?,1,4,2
"Tapi serius deh, ppkm kali ini rasanya kaya lockdown banget tapi uluran bantuan dari pemerintah kaya ngga ada tuh gimana ya?",2,5,2
"pengen maen keluar tapi ditahan tahan karena ppkm, kok orang bisa ya egois hidup tanpa aturan gitu tetep main dan nongkrong keluar gimikirin keselamatan orang lain",2,1,2
#lobster #ravioli #seafood #risotto #tunatartare #grilled #octopus #mojito #corona #onpoint #delicious #datenight #saturdayvibes #love #instagood #instahappy @ Bin 100 Restaurant https://t.co/CwK92pzSH2,3,4,2
@Fahrihamzah Teori konapirasi lebih masuk akal di banding ppkm,3,4,2
"Asli sih ini makin aware bgt. Semakin takut buat keluar rumah, krn ibu hamil akan rawan terpapar dengan sistem imun menurun, belum vaksin, dan ga bisa minum sembarangan antibiotik. Semoga semua ibu hamil sehat selalu🥺",2,0,0
"@bertanyarl Lo aja udah bergejala covid terus takut dicovidkan, lo sakit, tapi mental lo lebih sakit. Gws bro semoga kagak nyusahin keluarga mu.",2,1,1
"@bekasibase Dikasih tau baik2? Setahun lebih ini buta dan tuli apa? Golongan covidiot memang bebal, minggu lalu pas beli bahan bangunan proyek, ada kuproy datang sambil merokok tanpa masker, dengan sombong bilang ke pegawai yg dia kenal di situ ""nyapo maskeran? Sik wedi covid kon?""",2,1,1
"@Cobeh09 @Sat_Pinayungan Tujuan PPKM Darurat cukup baik, persoalan nya tdk diikuti oleh tindakan nya, rakyat Itu sederhana bantu untuk kebutuhan dasar yg diperlukan, kalau perlu lockdown sekalian dgn penuhi kebutuhan dasar nya, dipastikan rakyat akan patuh.",2,2,0
"Kimia Farma mulai menjual vaksin gotong royong untuk individu, bukannya harusnya untuk perusahaan ? individu tetap gratis ? 😱😱😰 https://t.co/w8XiAfXJG9",1,5,2
"SEMOGA INDONESIA SEGERA TERBEBAS DARI COVID 19

AAMIIN🤲🤲🤲🤲

@PKSejahtera @MardaniAliSera @hnurwahid @fadlizon @msaid_didu @Edhie_Baskoro @AgusYudhoyono @Gerindra @prabowo @PDI_Perjuangan @nahdlatululama @muhammadiyah @mohmahfudmd @KomnasHAM @DPR_RI @cakimiNOW @ZUL_Hasan https://t.co/X6ZzLKaIb3 https://t.co/0e0Rwagyis",3,0,0
Sempet nganter pulang temen yg rumahnya di PUP. Gila banget emang macetnya di sana g ada covid 😌. Bawa motor tp dag dig dug parah banget jantung w. Ngeriiii 😅 https://t.co/8Wi7XbmRK2,3,4,2
"@LsOwien Dokter koplak dan terbodoh, Semoga cepat kena covid",3,1,1
Lupa orang korelasi asal vaksin dengan meningkatnya penyebaran Covid-19...😀😀😀,1,1,1
"@febridiansyah Lagi pula PPKM itu apa benar dijalankan? Ada teman gue kerja di salah satu kementerian. Tiap hari kerjaannya cuma ngetik, bikin PPT, ikut rapat daring, dsb. Kenapa masih diwajibkan ke kantor 3x sepekan?",2,5,2
@detikfinance Fucksin gratis lambat dibuat lambat…. Ternyata yg di tunggu muncul… bisnis pandemi..  Jokowi taktiknya hebat,1,1,1
"Hati2, banyak orang jahat yang memanfaatkan situasi kritis pandemi. Ini contohnya https://t.co/d2Xnm23QvJ",2,3,0
"@aggerstyo Before PPKM.     VS   AFTER PPKM 
🔥🔥🔥🔥🔥🔥 https://t.co/5VXorhZiZJ",3,4,2
"Alhamdulillah 11 pasien yg kmrn di tolak RS akhirnya kita rawat dg baik dan sembuh sprt semula.
9 pasien yg positif covid 19 jg kita tangani dg ikhlas dan Alhamdulillah sembuh jg.
Terimakasih ya Allah atas campur tangan Mu.
Tanpa Mu kami hanya makhluk yg tdk bisa apa2.",2,3,0
Ppkm (pagi pagi kangen mantan),3,4,2
@ali261075 @adiwijaya767 @tempodotco Beeetoool!!! Ngapain mengundang dr. Luis kl hy utk disudutkan lalu ditonton rakyat Indonesia? Kok bangga banget yaa bs menyudutkan org dg alasan jd korban Corona?,3,1,2
@dr_koko28 Siapp dokter saya cuma nanya saja. Krn makin bingung dgn info akurasi vaksin yg beraneka ragam ini. 🙏🙏,1,0,0
"pas udah 60%, tinggal 10% lagi herd immunity. eh 40% sisa penduduk ini ga mau divaksin karena pemerintahnya jokowi lah, karena vaksin ga ngejamin hidup lah, karena kontroversi chip dan magnet lah.

egois bener kalo ampe begini... https://t.co/1cIFVugu80",1,1,2
"@bertanyarl covid pergi
covid musnah
covid udahan plis gw capek",3,1,2
"@jokowi @KemenkesRI @PemkotBPN kenapa vaksinasi di Balikpapan jarang banget.. antusiasme warga padahal tinggi.. mengingat banyak pendatang ke Balikpapan, perlu langkah preventif menghindari perluasan CoVid-19 disini.. @KotaBalikpapan ku bangun ku jaga ku bela",1,1,2
"Sayangnya, penguasa dalam sistem kapitalisme hari ini selalu berpikir ala kapitalisme (pun dalam penanganan pandemi). Yaitu hanya fokus pada jumlah produksi dan abai pada distribusi. #KapitalismeGagalTanganiPandemi #CaraKhilafahTanganiPandemi #StopPandemicWithIslam",2,1,2
"@tirta_hudhi 'kenapa ga kayak india kompak gitu'
kompak kena covid semua maksutnya?",3,1,1
"@Kita_AMLTF JAGA INDONESIA PATUHI PROKES,

Sayangi keluarga, sayang tetangga, sayangi warga sekitar untuk saling menjaga dan meredam pandemi Covid 19.

Jangan aktifitas diluar jika tidak mendesak PATUHI selalu PROKES untuk INDONESIA KUAT &amp; SEHAT",2,2,0
Erick Thohir Dorong Bio Farma Akselerasi Produksi Vaksin #PPKMDaruratSolusiJitu https://t.co/VFrvAXoVhN,1,3,0
"@bdngfess Aku jg pas vaksin ke 2 ga dpt sms mya sampe skrg jg blm dpt. Tp aku download aplikasi PeduliLindungi, jd download sertinya di situ",1,1,2
"Pengen self rewards tapi lagi ppkm :,) sad",3,1,2
"""alah km percaya covid karna pernah dinyatakan positif kan?"" ya terus skrg biar km percaya, aku kudu berdoa biar km positif covid? kan engga gitu 😭👈",3,4,2
"@305328330k Vaksin gratis masih banyak banget skrg walaupun masih banyak kekurangan di proses pelaksanaannya, vaksin gotong royong itu program vaksin berbayar yg ditawarkan dari pemerintah/rs ke perusahaan2 yg ingin karyawannya divaksin. Narasinya kurang tepat nih mas/mbak😉",1,1,2
"kasarannya gini, kalo skrg covid bisa membunuh banyak orang dewasa dan lansia, terus yg tetap bertahan hidup itu cuma remaja2 dengan keegoisan, ketidakpedulian, ketidak gotongroyongan, dah lah pikir sendiri gimana jadinya bumi ini.",2,1,1
"entah bisa bikin orang bakal takut, panik, waspada, anxiety bahkan bisa bikin orang ke doktrin kalo covid ga ada dan jadi ga peduli prokes 😭👈",3,1,2
"TWK KPK Sah dan Konstitusional

PPKM Sudah Tepat https://t.co/1fhRViLAeD",0,0,0
"buat yg belom percaya covid dan segala tetekbengeknya, semoga ga terpapar dan tetap sehat. tapi tolong klo gamau peduli prokes, jangan deket2 bahkan gausah ngajak2 apalagi di media sosial. 1 org nyebar hal ga baik, dampaknya bisa ke banyak orang.",2,2,1
Ops yustisi dan penegakan aturan PPKM Darurat di warung angkringan jln raya Setu - STTD  kec Setu https://t.co/j4j8ftKjxT,0,3,2
"ini baru covid, dimasa depan kalo virusnya bisa bikin orang jadi zombie, bakal gini juga? 😭👈",3,4,2
"pls lah buat remaja2 yg masih ngira covid ga ada atau ga takut sama covid sampe bikin story ""ayo main daripada dirumah aja"" bahkan keluar ga pake masker dan ngajak temen2nya buat ga peduli prokes, penerus bumi kok gitu? 😌👈",2,1,2
"Dimusim pandemi ini rajin cuci tangan dan cuci muka 
Itu lbh baik 
Terutama yg aktif diluar 
Pake sabun ini biar gk kering kulitnya👇
Harga murah bisa dapet dt juga😊
👇
https://t.co/QGIv9sVUAd
https://t.co/QGIv9sVUAd
https://t.co/QGIv9sVUAd

Pgi🙏
@axdwin https://t.co/FUDmM0jLPL",3,2,0
"@LsOwien klau corona mmg gk ada ibu jadi relawan aja di wisma atlet.tnp masker..bnr gk bu?
Anda dokter yg izin ny udh di cabut 2017 masih aja nyari pansos🤣🤣",3,4,1
"Cegah Penyebaran COVID-19, Jalan Di Kecamatan Kota Disemprot Disinfektan

https://t.co/RwL3o111If https://t.co/HPKoM6yW1U",0,3,0
@mothsamoth Yang lomba covid? 😅 aku nggak tersinggung sama sekali kok 😁,3,4,1
"@Kita_AMLTF 

JAGA INDONESIA, PATUHI PROKES

Mari semua sodara-sodaraku, ga usah saling menghujat, tidak percaya covid, jangan terprovokasi, mereka yang memprovokasi sebetulnya percaya covid, ikut vaksin, hidup enak di tempat yang bersih, vitamin cukup.",3,4,1
"@NasSuha_ Mati tetap mati bro, dah sampai ajal dia, perhh nak jaga pesakit covid kt rumah, kalau ada masalah pernafasan nak guna apa? Cpr? 🤣",3,4,1
"ketika kartu vaksin menjadi syarat hidup di negri ini.
mau urus apapun harus ada kartu vaksin",2,1,2
"PPKM darurat, ditetapkan oleh pemerintah pusat, dilaksanakan oleh gubernur, dibully oleh pengais gobanan https://t.co/lCK8J64Hf3",0,1,1
